response,covariate,est,pvalue,z,se,ci.lower,ci.upper
Transcription_rate,H3K27ac,0.0367176713840738,0.624072317390393,0.49008702742277,0.0749207167901622,-0.110124235220569,0.183559577988717
Transcription_rate,H3K27me3,-0.384286910489515,0.0143434894411893,-2.44854403866762,0.156945067934586,-0.691893591192495,-0.0766802297865348
Transcription_rate,H3K36me3,0.467523137403021,1.22551362391476e-08,5.69613846267554,0.0820772072986829,0.306654767145975,0.628391507660068
Transcription_rate,H3K4me1,0.1628989383297,0.18285306064426,1.33202169171793,0.122294508672458,-0.0767938941753383,0.402591770834739
Transcription_rate,H3K4me2,0.00596249926395513,0.961362624901462,0.0484437096647769,0.123080980073878,-0.235271788862737,0.247196787390647
Transcription_rate,H3K4me3,0.198119624435969,0.123401301759632,1.54065283416872,0.128594593176384,-0.0539211467963238,0.450160395668262
Transcription_rate,H3K79me2,-0.0554578232477061,0.489519868931172,-0.69107267845055,0.0802489014209732,-0.212742779831719,0.101827133336306
Transcription_rate,H3K9ac,-0.060146383187841,0.735985179595275,-0.3371747379833,0.178383420856458,-0.40977146350555,0.289478697129868
Transcription_rate,H3K9me1,0.0669485976890055,0.52476285031988,0.636020822486441,0.105261644465159,-0.139360434416165,0.273257629794176
Transcription_rate,H3K9me3,-0.232699059746011,0.0146619228990021,-2.44062371742955,0.095344095070537,-0.419570052222826,-0.0458280672691953
Transcription_rate,H4K20me1,0.202806649690819,0.0320173420559384,2.14419404478224,0.094584093349357,0.017425233215705,0.388188066165933
Half_life,H3K27ac,-0.0515479909757136,0.527309738565416,-0.632118054362849,0.081548044103363,-0.211379220427989,0.108283238476562
Half_life,H3K27me3,0.162401820428161,0.341769914174318,0.950673953680573,0.170828094952445,-0.172415093226219,0.497218734082541
Half_life,H3K36me3,-0.0590375485236968,0.508717077972009,-0.66083664725381,0.0893375825463597,-0.234135992780436,0.116060895733042
Half_life,H3K4me1,-0.109318583212449,0.411503849213356,-0.82125005676248,0.133112420890907,-0.370214134053564,0.151576967628666
Half_life,H3K4me2,0.181820802773243,0.174720501163052,1.35719108976307,0.133968461880327,-0.0807525575764239,0.44439416312291
Half_life,H3K4me3,-0.0598825374871824,0.668778748078449,-0.427824706239725,0.139969797475016,-0.334218299461579,0.214453224487214
Half_life,H3K79me2,0.184717986041998,0.0344514970517669,2.11474722490307,0.0873475486179986,0.0135199366128596,0.355916035471137
Half_life,H3K9ac,-0.139929659886811,0.471105199832191,-0.720681983293446,0.194162838992237,-0.520481831447645,0.240622511674022
Half_life,H3K9me1,-0.15929864367069,0.164416635307635,-1.39036972371186,0.114572865730571,-0.383857334108152,0.0652600467667727
Half_life,H3K9me3,0.000219341192957525,0.998313623611669,0.00211356094192459,0.103778031002879,-0.203181861959167,0.203620544345082
Half_life,H4K20me1,-0.188800743407304,0.0666698935186989,-1.83389290133617,0.102950801145336,-0.390580605831707,0.0129791190171
