response,covariate,est,pvalue,z,se,ci.lower,ci.upper
Transcription_rate,gc_exon,0.245915718383415,0.00805004043279323,2.64996376392835,0.0927996532370938,0.0640317402609055,0.427799696505925
Transcription_rate,len_exon,0.255954192299086,8.36766249330267e-05,3.93361830412674,0.0650683855193998,0.128422500148895,0.383485884449277
Transcription_rate,gc_intron,-0.494487263877892,7.83262423809106e-08,-5.37094236424819,0.0920671327939503,-0.674935528313901,-0.314038999441883
Transcription_rate,len_intron,-0.29147733476282,1.40416582650182e-06,-4.82441244437922,0.0604171675044931,-0.40989280711955,-0.17306186240609
Transcription_rate,exonJunDen,-0.18828690424692,0.00408035352110936,-2.87188195650202,0.0655622017543697,-0.316786458432633,-0.0597873500612062
Half_life,gc_exon,-0.62500083702401,6.07291994469961e-13,-7.19885729253363,0.0868194508692701,-0.795163833885324,-0.454837840162696
Half_life,len_exon,-0.560344681247677,0,-9.20480392056383,0.0608752436318441,-0.679657966316192,-0.441031396179161
Half_life,gc_intron,0.671841113945504,6.21724893790088e-15,7.79994028546393,0.0861341355648013,0.503021310399003,0.840660917492006
Half_life,len_intron,0.00480125363748998,0.93230732634667,0.0849422200057646,0.0565237597647453,-0.105983279772205,0.115585787047185
Half_life,exonJunDen,0.682664527246753,0,11.1296914735728,0.0613372373230402,0.562445751182408,0.802883303311097
