response,covariate,est,pvalue,z,se,ci.lower,ci.upper
Transcription_rate,H3K27ac,0.239851943412797,0,16.4310962740237,0.014597440086331,0.211241486577107,0.268462400248487
Transcription_rate,H3K27me3,-0.0906266127563232,0,-8.49054178410773,0.0106738315481769,-0.111546938167797,-0.0697062873448491
Transcription_rate,H3K36me3,0.286810140583807,0,20.6855495531277,0.0138652415226958,0.259634766562374,0.31398551460524
Transcription_rate,H3K4me1,-0.0127154620185852,0.323452845881819,-0.987387222504686,0.0128778879539581,-0.0379556586052853,0.0125247345681148
Transcription_rate,H3K4me2,-0.39743367902305,0,-20.1017734467647,0.0197710754265323,-0.436184274794678,-0.358683083251422
Transcription_rate,H3K4me3,0.148865254260676,1.31531496361248e-07,5.27669923694008,0.0282118134038282,0.0935711160506085,0.204159392470744
Transcription_rate,H3K79me2,0.445617229656946,0,26.620432386152,0.0167396691080329,0.412808081092084,0.478426378221808
Transcription_rate,H3K9ac,0.214219050215,3.61932706027801e-14,7.57388430417782,0.0282839084427042,0.158783608325271,0.269654492104729
Transcription_rate,H3K9me1,-0.00294485684715658,0.831719908218252,-0.212496243376889,0.0138583948608141,-0.0301068116578872,0.024217097963574
Transcription_rate,H3K9me3,-0.0546922963427741,4.0389248137318e-05,-4.10524163049888,0.0133225523039743,-0.0808040190407149,-0.0285805736448334
Transcription_rate,H4K20me1,0.119126942107856,2.22044604925031e-16,8.21685928732791,0.0144978680956086,0.0907116427878512,0.147542241427861
Half_life,H3K27ac,-0.0035674692395994,0.887351459210251,-0.141656344427027,0.0251839707852771,-0.0529271449664513,0.0457922064872525
Half_life,H3K27me3,0.0583767267474711,0.00152390588379103,3.17009217303678,0.0184148357716518,0.0222843118538137,0.0944691416411286
Half_life,H3K36me3,-0.017749502345956,0.458079746676361,-0.74201252550203,0.0239207583914396,-0.064633327276062,0.02913432258415
Half_life,H3K4me1,-0.173420131557003,5.99520433297585e-15,-7.80561926303636,0.022217344417276,-0.216965326446986,-0.12987493666702
Half_life,H3K4me2,0.0487323957909285,0.15309149977361,1.42869644592544,0.0341096920412383,-0.0181213721336511,0.115586163715508
Half_life,H3K4me3,0.132185788254172,0.0066105265258769,2.71585298536202,0.0486719233208242,0.036790571487061,0.227581005021282
Half_life,H3K79me2,0.330054867299141,0,11.4285666954356,0.0288798128492316,0.27345147423439,0.386658260363892
Half_life,H3K9ac,-0.159715629010236,0.00106371392410254,-3.27310914871911,0.0487963039890492,-0.25535462740744,-0.064076630613031
Half_life,H3K9me1,-0.0445263752832959,0.0625564284685711,-1.86233114181034,0.0239089463112412,-0.0913870489616305,0.00233429839503857
Half_life,H3K9me3,0.00550565968638688,0.810688432101663,0.23953800270776,0.0229844935841094,-0.0395431199413595,0.0505544393141332
Half_life,H4K20me1,-0.169231891481943,1.32411859254944e-11,-6.76597765102998,0.0250121860003751,-0.218254875217295,-0.12020890774659
