ensembl_transcript_id,TPM_PROseq,TPM_RNAseq,half_life,ensembl_gene_id,biotype
ENST00000000412,89.39449122334334,88.47343768267046,0.9896967528080481,ENSG00000003056,protein_coding
ENST00000000442,210.46580675137244,110.20229051650364,0.5236113752515051,ENSG00000173153,protein_coding
ENST00000001008,114.54057557186823,126.67399990550642,1.1059312324305992,ENSG00000004478,protein_coding
ENST00000002125,48.850937967529795,36.3167710244754,0.7434201375747259,ENSG00000003509,protein_coding
ENST00000002165,95.45907660934532,114.97059441222706,1.2043966744276215,ENSG00000001036,protein_coding
ENST00000002501,35.51641568954663,14.825790058896068,0.4174348613466552,ENSG00000003249,protein_coding
ENST00000005082,128.13965546520885,86.12967322662877,0.6721547120907767,ENSG00000005801,protein_coding
ENST00000005257,71.25063727543058,35.16429506950269,0.4935295516525637,ENSG00000006451,protein_coding
ENST00000005340,100.78734396494488,31.778394640067702,0.31530143954503487,ENSG00000004975,protein_coding
ENST00000007264,64.9907993251382,79.6464277446671,1.2255031261611233,ENSG00000007376,protein_coding
ENST00000007390,57.834790490495365,90.41749235254977,1.5633754628610452,ENSG00000007520,protein_coding
ENST00000007414,36.06588023432816,16.019390354360464,0.44417023098504377,ENSG00000006025,protein_coding
ENST00000007516,132.69794995624758,632.8079846363121,4.768784934846077,ENSG00000004779,protein_coding
ENST00000008527,31.141054191257254,35.806721371873515,1.149823674945665,ENSG00000008405,protein_coding
ENST00000011619,143.38341032596225,77.256354684299,0.5388095771237928,ENSG00000010017,protein_coding
ENST00000011691,127.62597517116392,129.73139438780296,1.0164967923952424,ENSG00000008324,protein_coding
ENST00000012049,63.553414114246756,39.59221457353725,0.6229754156458743,ENSG00000011478,protein_coding
ENST00000012443,77.02889194896557,168.6601783408124,2.1895703556602615,ENSG00000011485,protein_coding
ENST00000013807,99.44275681547421,132.79906208990937,1.3354322259622293,ENSG00000012061,protein_coding
ENST00000014930,14.419327618205553,7.205924608995049,0.49974068138218825,ENSG00000013583,protein_coding
ENST00000014935,69.2278153406211,15.450544278295967,0.22318405112561718,ENSG00000013563,protein_coding
ENST00000017003,61.87013631092864,11.831084464503029,0.19122447710549498,ENSG00000015532,protein_coding
ENST00000020673,15.3303540772726,1.6565369868493136,0.10805601609066198,ENSG00000059915,protein_coding
ENST00000022615,75.11433088825707,311.9334281275411,4.15278182523632,ENSG00000078668,protein_coding
ENST00000025008,97.58637829338264,22.962689626805677,0.23530630020688845,ENSG00000023287,protein_coding
ENST00000025301,76.40045155634108,13.386433314505178,0.17521406015033075,ENSG00000023516,protein_coding
