ensembl_transcript_id,TPM_PROseq,TPM_RNAseq,half_life,ensembl_gene_id,biotype
ENST00000000442,121.41809492599835,152.60386490261135,1.2568461479783557,ENSG00000173153,protein_coding
ENST00000001008,77.89665468363151,169.67117295383224,2.1781573758582136,ENSG00000004478,protein_coding
ENST00000002125,27.10926778935795,33.49379529053727,1.2355108795555754,ENSG00000003509,protein_coding
ENST00000002165,106.77843364013022,173.70339070274332,1.626764738731482,ENSG00000001036,protein_coding
ENST00000002501,27.733332636987605,1.9452646590277654,0.07014175629341386,ENSG00000003249,protein_coding
ENST00000003302,26.57318785384731,16.48785633626351,0.6204696413146521,ENSG00000048028,protein_coding
ENST00000005257,25.693999298614433,28.589141747910585,1.1126777663394845,ENSG00000006451,protein_coding
ENST00000005260,18.777424603176655,4.146106000352746,0.22080269727997373,ENSG00000006453,protein_coding
ENST00000005340,111.6902356886038,30.26513393144086,0.27097385679999003,ENSG00000004975,protein_coding
ENST00000005386,53.40507606958319,65.66929961262315,1.2296452780454896,ENSG00000005175,protein_coding
ENST00000006275,34.222869133268325,45.39099251282865,1.3263350987922782,ENSG00000007255,protein_coding
ENST00000007264,52.75541233716218,58.756271103150326,1.1137486847346845,ENSG00000007376,protein_coding
ENST00000007390,22.465984544815505,120.08891261550163,5.3453661189851855,ENSG00000007520,protein_coding
ENST00000007516,122.28435026045227,813.5355454202684,6.652818154469699,ENSG00000004779,protein_coding
ENST00000008527,24.45418843074749,37.50638763320274,1.533740845230589,ENSG00000008405,protein_coding
ENST00000009041,23.545880101235007,70.1708366983116,2.9801747225677526,ENSG00000010270,protein_coding
ENST00000011473,72.51815536074096,86.69561265502492,1.1955021776789316,ENSG00000008282,protein_coding
ENST00000011619,125.99799153886157,75.41685433178348,0.5985560040337838,ENSG00000010017,protein_coding
ENST00000012049,71.88124740160775,19.565773065061485,0.2721957919809814,ENSG00000011478,protein_coding
ENST00000013070,20.817639395376357,33.60728491562723,1.6143657922661243,ENSG00000012963,protein_coding
ENST00000013125,34.33570674396298,21.086484549789382,0.6141269992497498,ENSG00000012983,protein_coding
ENST00000014930,13.433085881032884,2.0201742648974146,0.1503879512711104,ENSG00000013583,protein_coding
ENST00000019317,46.215426991673205,71.09715906240623,1.5383858527416843,ENSG00000017797,protein_coding
ENST00000022615,49.06558637155579,485.64887443036076,9.897953134661817,ENSG00000078668,protein_coding
ENST00000025008,52.878294352466085,55.00945371969173,1.040303103443923,ENSG00000023287,protein_coding
ENST00000025301,37.071586915758516,18.27622536738987,0.49299819316936094,ENSG00000023516,protein_coding
ENST00000029410,34.02379211719722,26.658844608349824,0.7835353718516048,ENSG00000027847,protein_coding
ENST00000033079,78.87131512877319,31.223619424457176,0.3958805476170693,ENSG00000031003,protein_coding
ENST00000037243,52.23688995214643,154.79549165139755,2.963336672478086,ENSG00000034713,protein_coding
ENST00000037869,144.3072831924355,172.83028828106478,1.1976546467900273,ENSG00000035141,protein_coding
ENST00000038176,79.73174813977676,63.60573707028536,0.7977466762522115,ENSG00000035681,protein_coding
ENST00000039989,41.563968366873894,46.51019394893707,1.1190027270352096,ENSG00000052841,protein_coding
ENST00000040663,54.427764554609794,29.469880088308415,0.5414493931445591,ENSG00000037757,protein_coding
ENST00000040738,53.97407458199925,13.428781845230597,0.24880059453041917,ENSG00000038219,protein_coding
ENST00000040877,33.232701666293124,29.233543650796527,0.8796619650230599,ENSG00000059588,protein_coding
ENST00000044462,102.00302164535806,237.1298713205949,2.3247337921521876,ENSG00000041357,protein_coding
ENST00000046640,15.220655529727825,5.471097041981844,0.3594521294628943,ENSG00000040531,protein_coding
ENST00000046794,141.5100342060351,12.289002880082515,0.0868419186599166,ENSG00000043462,protein_coding
ENST00000053468,92.83255382973135,157.37600620936522,1.6952674435523567,ENSG00000048544,protein_coding
ENST00000054666,64.68086528802554,42.08845353169165,0.6507095003177631,ENSG00000049245,protein_coding
ENST00000056233,22.4575780037513,20.79204863414073,0.9258366432331945,ENSG00000050344,protein_coding
ENST00000064778,12.439084299944085,4.531681948703749,0.36430993145726326,ENSG00000054965,protein_coding
ENST00000064780,39.25012061743305,18.08186067558265,0.4606829327182129,ENSG00000054967,protein_coding
ENST00000066544,117.28316105299385,63.709832261236556,0.5432138057094963,ENSG00000004897,protein_coding
ENST00000072644,29.803115069973792,20.611236978109243,0.6915799549717125,ENSG00000058799,protein_coding
ENST00000075120,371.3786469650284,121.99042989956499,0.32847992445578716,ENSG00000059804,protein_coding
ENST00000078429,18.64359786646459,22.96169780436708,1.2316130163732897,ENSG00000088256,protein_coding
ENST00000078527,72.2417336178409,13.788527961329487,0.19086651538944047,ENSG00000060642,protein_coding
ENST00000080059,126.14161040065989,43.58440718242723,0.34551966669833495,ENSG00000061273,protein_coding
ENST00000081029,48.362498251772955,239.77470674838935,4.9578643663140225,ENSG00000061794,protein_coding
ENST00000083182,40.08068762345028,18.218617548021083,0.45454852768947485,ENSG00000062725,protein_coding
ENST00000084798,11.185839142736226,3.8474869421414897,0.3439605105210136,ENSG00000063180,protein_coding
ENST00000155674,14.026285111226674,30.343296200819996,2.1633166558501755,ENSG00000069998,protein_coding
ENST00000155926,41.27367384811762,33.22140560596474,0.8049054641516938,ENSG00000071575,protein_coding
ENST00000156109,64.92847739353311,63.11983057716038,0.9721440130898114,ENSG00000068394,protein_coding
ENST00000156471,66.15957868674508,39.419669278347286,0.5958270905108549,ENSG00000021776,protein_coding
ENST00000157812,79.98790375262568,217.7583790304865,2.72239137187463,ENSG00000013275,protein_coding
ENST00000158771,60.157614521987206,15.358237084018917,0.2552999683590443,ENSG00000072849,protein_coding
ENST00000159087,37.40006448083215,3.9058695170496525,0.10443483377017822,ENSG00000074855,protein_coding
ENST00000159111,21.271951859591343,12.76205864209673,0.5999477023234435,ENSG00000127663,protein_coding
ENST00000161863,25.654740451932465,35.36857972840033,1.378637207211978,ENSG00000047188,protein_coding
ENST00000162391,17.05805254363918,3.2367205209227943,0.1897473649258832,ENSG00000065970,protein_coding
