ensembl_transcript_id,TPM_PROseq,TPM_RNAseq,ensembl_gene_id,biotype
ENST00000000442,121.41809492599835,152.60386490261135,ENSG00000173153,protein_coding
ENST00000001008,77.89665468363151,169.67117295383224,ENSG00000004478,protein_coding
ENST00000001146,0.7239824748122812,0.014993864936448829,ENSG00000003137,protein_coding
ENST00000002125,27.10926778935795,33.49379529053727,ENSG00000003509,protein_coding
ENST00000002165,106.77843364013022,173.70339070274332,ENSG00000001036,protein_coding
ENST00000002501,27.733332636987605,1.9452646590277654,ENSG00000003249,protein_coding
ENST00000002596,0.31793134553707825,0.009909353195429588,ENSG00000002587,protein_coding
ENST00000003084,0.08827662264869862,0.011570608101643162,ENSG00000001626,protein_coding
ENST00000003302,26.57318785384731,16.48785633626351,ENSG00000048028,protein_coding
ENST00000004982,2.51514676700496,0.1943862161076051,ENSG00000004776,protein_coding
ENST00000005178,1.5319416154498506,0.19703129374972467,ENSG00000004799,protein_coding
ENST00000005257,25.693999298614433,28.589141747910585,ENSG00000006451,protein_coding
ENST00000005260,18.777424603176655,4.146106000352746,ENSG00000006453,protein_coding
ENST00000005284,0.4678572099792565,0.04595270005134447,ENSG00000006116,protein_coding
ENST00000005286,0.6305633816072029,0.10194104724033888,ENSG00000006118,protein_coding
ENST00000005340,111.6902356886038,30.26513393144086,ENSG00000004975,protein_coding
ENST00000005374,2.550335826911803,138.9456473885819,ENSG00000006625,protein_coding
ENST00000005386,53.40507606958319,65.66929961262315,ENSG00000005175,protein_coding
ENST00000006275,34.222869133268325,45.39099251282865,ENSG00000007255,protein_coding
ENST00000007264,52.75541233716218,58.756271103150326,ENSG00000007376,protein_coding
ENST00000007390,22.465984544815505,120.08891261550163,ENSG00000007520,protein_coding
ENST00000007516,122.28435026045227,813.5355454202684,ENSG00000004779,protein_coding
ENST00000007699,1.0272014692845253,NA,ENSG00000006047,protein_coding
ENST00000007735,0.4947829705583528,NA,ENSG00000006059,protein_coding
ENST00000008391,0.1582750841154408,NA,ENSG00000008197,protein_coding
ENST00000008527,24.45418843074749,37.50638763320274,ENSG00000008405,protein_coding
ENST00000008938,0.6346388946734335,NA,ENSG00000008438,protein_coding
ENST00000009041,23.545880101235007,70.1708366983116,ENSG00000010270,protein_coding
ENST00000009530,0.943260575585841,0.48187915474281795,ENSG00000019582,protein_coding
ENST00000011473,72.51815536074096,86.69561265502492,ENSG00000008282,protein_coding
ENST00000011619,125.99799153886157,75.41685433178348,ENSG00000010017,protein_coding
ENST00000011653,1.3988177513641487,0.11635121167477183,ENSG00000010610,protein_coding
ENST00000012049,71.88124740160775,19.565773065061485,ENSG00000011478,protein_coding
ENST00000013070,20.817639395376357,33.60728491562723,ENSG00000012963,protein_coding
ENST00000013125,34.33570674396298,21.086484549789382,ENSG00000012983,protein_coding
ENST00000014914,0.9854421191415671,0.057824750512857265,ENSG00000013588,protein_coding
ENST00000014930,13.433085881032884,2.0201742648974146,ENSG00000013583,protein_coding
ENST00000016946,0.3245454683085838,0.048810517941163915,ENSG00000015568,protein_coding
ENST00000019103,1.2545065713493395,NA,ENSG00000080293,protein_coding
ENST00000019317,46.215426991673205,71.09715906240623,ENSG00000017797,protein_coding
ENST00000020926,0.6540275074414319,0.10989501472104683,ENSG00000019505,protein_coding
ENST00000022615,49.06558637155579,485.64887443036076,ENSG00000078668,protein_coding
ENST00000023064,2.3580856899112295,NA,ENSG00000021488,protein_coding
ENST00000025008,52.878294352466085,55.00945371969173,ENSG00000023287,protein_coding
ENST00000025301,37.071586915758516,18.27622536738987,ENSG00000023516,protein_coding
ENST00000029410,34.02379211719722,26.658844608349824,ENSG00000027847,protein_coding
ENST00000033079,78.87131512877319,31.223619424457176,ENSG00000031003,protein_coding
ENST00000037243,52.23688995214643,154.79549165139755,ENSG00000034713,protein_coding
ENST00000037502,0.7920115556866651,0.03378617565679803,ENSG00000034971,protein_coding
ENST00000037869,144.3072831924355,172.83028828106478,ENSG00000035141,protein_coding
ENST00000038176,79.73174813977676,63.60573707028536,ENSG00000035681,protein_coding
ENST00000039989,41.563968366873894,46.51019394893707,ENSG00000052841,protein_coding
ENST00000040663,54.427764554609794,29.469880088308415,ENSG00000037757,protein_coding
ENST00000040738,53.97407458199925,13.428781845230597,ENSG00000038219,protein_coding
ENST00000040877,33.232701666293124,29.233543650796527,ENSG00000059588,protein_coding
ENST00000044462,102.00302164535806,237.1298713205949,ENSG00000041357,protein_coding
ENST00000046640,15.220655529727825,5.471097041981844,ENSG00000040531,protein_coding
ENST00000046794,141.5100342060351,12.289002880082515,ENSG00000043462,protein_coding
ENST00000052754,2.1825442550668677,0.14500927946129374,ENSG00000011465,protein_coding
ENST00000053243,0.9903644074489677,NA,ENSG00000048462,protein_coding
ENST00000053468,92.83255382973135,157.37600620936522,ENSG00000048544,protein_coding
ENST00000053867,8.387025780584358,42.13754724520374,ENSG00000030582,protein_coding
ENST00000054666,64.68086528802554,42.08845353169165,ENSG00000049245,protein_coding
ENST00000054950,1.5949356916958972,4.193058814016303,ENSG00000049449,protein_coding
ENST00000055682,0.9128707974421567,0.012110773897631792,ENSG00000050030,protein_coding
ENST00000056217,0.22794198755077758,0.10354026833896514,ENSG00000050327,protein_coding
ENST00000056233,22.4575780037513,20.79204863414073,ENSG00000050344,protein_coding
ENST00000061240,0.14394678939826233,0.009731308308774635,ENSG00000038295,protein_coding
ENST00000064778,12.439084299944085,4.531681948703749,ENSG00000054965,protein_coding
ENST00000064780,39.25012061743305,18.08186067558265,ENSG00000054967,protein_coding
ENST00000066544,117.28316105299385,63.709832261236556,ENSG00000004897,protein_coding
ENST00000072644,29.803115069973792,20.611236978109243,ENSG00000058799,protein_coding
ENST00000075120,371.3786469650284,121.99042989956499,ENSG00000059804,protein_coding
ENST00000075503,1.5985795191582974,0.2560482456848642,ENSG00000060140,protein_coding
ENST00000078429,18.64359786646459,22.96169780436708,ENSG00000088256,protein_coding
ENST00000078445,0.6995013045013795,0.13707683322889463,ENSG00000060566,protein_coding
ENST00000078527,72.2417336178409,13.788527961329487,ENSG00000060642,protein_coding
ENST00000080059,126.14161040065989,43.58440718242723,ENSG00000061273,protein_coding
ENST00000081029,48.362498251772955,239.77470674838935,ENSG00000061794,protein_coding
ENST00000083182,40.08068762345028,18.218617548021083,ENSG00000062725,protein_coding
ENST00000084798,11.185839142736226,3.8474869421414897,ENSG00000063180,protein_coding
ENST00000155674,14.026285111226674,30.343296200819996,ENSG00000069998,protein_coding
ENST00000155840,0.3608005240185623,0.0437159389274651,ENSG00000053918,protein_coding
ENST00000155858,0.8401517008488418,0.018058276630001494,ENSG00000070985,protein_coding
ENST00000155926,41.27367384811762,33.22140560596474,ENSG00000071575,protein_coding
ENST00000156109,64.92847739353311,63.11983057716038,ENSG00000068394,protein_coding
ENST00000156471,66.15957868674508,39.419669278347286,ENSG00000021776,protein_coding
ENST00000156499,4.802001652184743,NA,ENSG00000129437,protein_coding
ENST00000157600,0.33313109476963504,0.034259279999650345,ENSG00000071282,protein_coding
ENST00000157812,79.98790375262568,217.7583790304865,ENSG00000013275,protein_coding
ENST00000158009,1.3607445923485813,NA,ENSG00000073598,protein_coding
ENST00000158762,3.959611656995406,3.532007610477691,ENSG00000072818,protein_coding
ENST00000158771,60.157614521987206,15.358237084018917,ENSG00000072849,protein_coding
ENST00000159060,0.18554984715768777,0.1042374665219528,ENSG00000074771,protein_coding
ENST00000159087,37.40006448083215,3.9058695170496525,ENSG00000074855,protein_coding
ENST00000159111,21.271951859591343,12.76205864209673,ENSG00000127663,protein_coding
ENST00000160373,0.5006943962995207,0.0360523215849979,ENSG00000077063,protein_coding
ENST00000160382,1.6378456747209007,NA,ENSG00000077080,protein_coding
ENST00000161006,2.072829805728024,0.1539066570049368,ENSG00000005001,protein_coding
ENST00000161863,25.654740451932465,35.36857972840033,ENSG00000047188,protein_coding
ENST00000162391,17.05805254363918,3.2367205209227943,ENSG00000065970,protein_coding
ENST00000162749,67.33868910166119,20.426729681842808,ENSG00000067182,protein_coding
ENST00000163416,20.90879485603451,34.13236953726887,ENSG00000066455,protein_coding
ENST00000164024,10.355392659810068,1.242667602092404,ENSG00000008300,protein_coding
ENST00000165698,0.7504717978867256,0.6254428161512521,ENSG00000068615,protein_coding
ENST00000166139,8.90749675842197,6.212819745926195,ENSG00000070404,protein_coding
ENST00000166244,0.09415641360613858,0.08481885102125028,ENSG00000070886,protein_coding
ENST00000166345,67.53008740087238,83.90951687697167,ENSG00000071539,protein_coding
ENST00000167106,1.971185688916093,0.22003711855877148,ENSG00000071246,protein_coding
ENST00000167462,18.721120901959075,17.452307287546017,ENSG00000073350,protein_coding
ENST00000167588,0.22216573349193078,NA,ENSG00000171431,protein_coding
ENST00000168216,25.23229469280779,297.9201620337094,ENSG00000072506,protein_coding
ENST00000168712,1.1090888153298981,0.044834735468736724,ENSG00000075388,protein_coding
ENST00000168869,0.27727220383247453,0.03173120253992659,ENSG00000076344,protein_coding
ENST00000168977,0.6643327279700376,0.06301151765477431,ENSG00000077009,protein_coding
ENST00000169298,80.36631898595434,55.062513424338114,ENSG00000073849,protein_coding
ENST00000169551,51.006600708649955,48.98009492346897,ENSG00000075336,protein_coding
ENST00000170150,0.2454783244596841,NA,ENSG00000078898,protein_coding
ENST00000170168,112.34082955675301,11.714837777637,ENSG00000079313,protein_coding
ENST00000170447,48.205785610620055,75.16967513696254,ENSG00000075975,protein_coding
ENST00000170564,24.099884822270322,12.536296620421881,ENSG00000076650,protein_coding
ENST00000171111,128.50862876393333,108.92979159711047,ENSG00000079999,protein_coding
ENST00000172229,0.19673941370459827,0.10409473133696576,ENSG00000064300,protein_coding
ENST00000173229,0.27430408144697443,0.011852818055341776,ENSG00000065320,protein_coding
ENST00000173527,20.747484206247915,87.61092861611921,ENSG00000066583,protein_coding
ENST00000174618,88.4385256997611,3.327852550479741,ENSG00000070444,protein_coding
ENST00000174653,30.759553360767935,17.713516950466577,ENSG00000070718,protein_coding
ENST00000175091,73.42230879258864,65.07737218817098,ENSG00000068697,protein_coding
ENST00000175238,0.24533294197555042,NA,ENSG00000069206,protein_coding
ENST00000175756,46.955254433432756,13.36217085364681,ENSG00000072135,protein_coding
ENST00000176183,29.74416317500315,1.032014092789467,ENSG00000069696,protein_coding
ENST00000176643,0.32793406601966985,0.14450299160748648,ENSG00000072210,protein_coding
ENST00000176763,8.663433487968884,1.986916134602939,ENSG00000072786,protein_coding
ENST00000177694,0.15488242899365953,0.10987374197332692,ENSG00000073861,protein_coding
ENST00000178638,2.6314959364214734,0.3606887561917927,ENSG00000074410,protein_coding
ENST00000178640,17.822927411399096,6.5684130745746,ENSG00000137764,protein_coding
ENST00000180166,0.40176485181617694,NA,ENSG00000078579,protein_coding
ENST00000180173,0.7647432181717083,0.027769459443943583,ENSG00000003987,protein_coding
ENST00000181383,0.4344919997123106,0.041154854338327065,ENSG00000080618,protein_coding
ENST00000181796,2.7687910708311736,2.305672172298793,ENSG00000065809,protein_coding
ENST00000181839,34.70541354403894,18.12322386176149,ENSG00000065883,protein_coding
ENST00000182527,46.34728641280445,11.689240083558857,ENSG00000065308,protein_coding
ENST00000184266,55.17566747571206,124.02796095947147,ENSG00000065518,protein_coding
ENST00000184956,48.38830176572304,13.244662044096767,ENSG00000068097,protein_coding
ENST00000185150,26.521046174919533,53.923896625745634,ENSG00000068912,protein_coding
ENST00000185206,0.2951553436008098,0.03564778205289359,ENSG00000112782,protein_coding
ENST00000186436,43.455320645468,11.826926165967937,ENSG00000075568,protein_coding
ENST00000187762,8.913279667040708,0.40450951470510754,ENSG00000072954,protein_coding
ENST00000188790,0.513109287212628,0.052634249910442035,ENSG00000078098,protein_coding
ENST00000190611,10.795355040805465,3.3637100341752078,ENSG00000079156,protein_coding
ENST00000192314,0.9071458700280169,0.05178902837903348,ENSG00000154252,protein_coding
ENST00000193391,12.48516470378791,0.9514497742431629,ENSG00000081148,protein_coding
ENST00000193403,38.05810760046302,38.01950568418461,ENSG00000072110,protein_coding
ENST00000194130,0.3447769629228115,0.0373622795572806,ENSG00000081800,protein_coding
ENST00000194155,0.5889595116595108,0.01719606613651863,ENSG00000112852,protein_coding
ENST00000196061,51.55100294553397,48.20660587160477,ENSG00000083444,protein_coding
ENST00000196169,13.357698670307373,21.997385515403185,ENSG00000083544,protein_coding
ENST00000196371,45.670160643425774,89.90569037707876,ENSG00000083720,protein_coding
ENST00000196489,26.40071800247942,3.178157348619823,ENSG00000083817,protein_coding
ENST00000198767,82.38888382499309,57.35297617274798,ENSG00000085721,protein_coding
ENST00000198801,0.6521278809321447,NA,ENSG00000166391,protein_coding
ENST00000199280,0.515999841212901,0.0849915774787684,ENSG00000167580,protein_coding
ENST00000199389,120.88077195310086,82.11396420963575,ENSG00000086232,protein_coding
ENST00000199814,115.97401155575625,44.872861570451114,ENSG00000086589,protein_coding
ENST00000199936,0.08868151794006121,NA,ENSG00000086696,protein_coding
ENST00000199940,0.10849035982353672,0.0316604055686193,ENSG00000078018,protein_coding
ENST00000200135,42.31527842784511,68.45669534749484,ENSG00000086827,protein_coding
ENST00000200181,1.0413390460676644,0.18050619626681444,ENSG00000132470,protein_coding
ENST00000200453,352.4447133779581,89.97186691925194,ENSG00000087074,protein_coding
ENST00000200457,51.58532272090836,156.15080333383452,ENSG00000087077,protein_coding
ENST00000200557,0.9264816216626532,0.13839590808701402,ENSG00000073670,protein_coding
ENST00000200652,24.901483822272603,12.98968051549858,ENSG00000197208,protein_coding
ENST00000201031,0.6151996324730332,0.02479069492637172,ENSG00000087510,protein_coding
ENST00000201586,0.794411095099407,0.3287303577418187,ENSG00000088002,protein_coding
ENST00000202017,99.59981197339641,57.60914131281009,ENSG00000088356,protein_coding
ENST00000202556,2.2842478281681715,0.057241604581908724,ENSG00000088808,protein_coding
ENST00000202625,0.18104545425870577,NA,ENSG00000166948,protein_coding
ENST00000202677,5.944246405120953,1.9326612790583264,ENSG00000188559,protein_coding
ENST00000202816,55.260412003718145,62.85426316450775,ENSG00000089048,protein_coding
ENST00000202967,8.529562084660189,3.8477928890979514,ENSG00000089163,protein_coding
ENST00000203001,60.74122362910273,33.67082510829411,ENSG00000089195,protein_coding
ENST00000203166,46.26086658348749,30.815430054412598,ENSG00000249115,protein_coding
ENST00000203407,98.49674605069751,340.3422337901816,ENSG00000010256,protein_coding
ENST00000203556,49.4420384949523,7.601889522779556,ENSG00000089639,protein_coding
ENST00000203664,1.2790658840125266,0.3991105383134924,ENSG00000089723,protein_coding
ENST00000204005,56.802966841286676,14.198653748297057,ENSG00000090006,protein_coding
ENST00000204517,75.31608519360506,28.472233466117178,ENSG00000090447,protein_coding
ENST00000204549,60.13662128694789,39.7104253734523,ENSG00000090470,protein_coding
ENST00000204566,52.40340781102629,68.70293929277297,ENSG00000090487,protein_coding
ENST00000204679,18.768127283647495,21.303252934385107,ENSG00000090581,protein_coding
ENST00000204726,75.32232324912961,36.19901248429594,ENSG00000090615,protein_coding
ENST00000204961,0.4549639456625117,1.696980484850982,ENSG00000090776,protein_coding
ENST00000205061,37.78749351393258,16.378585843454676,ENSG00000090863,protein_coding
ENST00000205194,128.1685232856944,35.63315325936965,ENSG00000090971,protein_coding
ENST00000205557,1.5021723215096867,0.03703722057383462,ENSG00000091262,protein_coding
ENST00000205636,60.679431013292735,109.16193820917918,ENSG00000091317,protein_coding
ENST00000206020,134.347001861168,45.18270654998663,ENSG00000091640,protein_coding
ENST00000206262,0.570657504962945,0.053669416701418955,ENSG00000091844,protein_coding
ENST00000206423,2.1173606512186387,0.553680127215588,ENSG00000091986,protein_coding
ENST00000206474,0.5563878614226748,72.59295232471587,ENSG00000092036,protein_coding
ENST00000206542,53.15605919560078,74.07482226616706,ENSG00000092094,protein_coding
ENST00000206595,34.727641173749696,29.819081374738992,ENSG00000092140,protein_coding
ENST00000206765,9.160340108243723,0.5688488758542525,ENSG00000092295,protein_coding
ENST00000207157,23.573931842061484,4.795082661944188,ENSG00000092607,protein_coding
ENST00000207457,2.3143776661818114,0.3333266994328396,ENSG00000092850,protein_coding
ENST00000207549,159.85188896483402,108.2272803232478,ENSG00000092929,protein_coding
ENST00000209668,0.4056152089551951,0.04879709001325713,ENSG00000187758,protein_coding
ENST00000209728,115.04608716517929,87.44504819148263,ENSG00000094804,protein_coding
ENST00000209875,129.1944254475092,34.33864663930309,ENSG00000094916,protein_coding
ENST00000209884,42.908022546692145,35.122184360274225,ENSG00000076321,protein_coding
ENST00000209929,0.13954503607440258,0.013605171405422027,ENSG00000094963,protein_coding
ENST00000210060,4.991329215388619,2.3210725878722216,ENSG00000095059,protein_coding
ENST00000210313,238.4802469842679,111.20058683563526,ENSG00000095261,protein_coding
ENST00000210444,49.90243299844245,305.5284724343372,ENSG00000095380,protein_coding
ENST00000211122,2.7494875800263294,NA,ENSG00000174156,protein_coding
ENST00000211314,2.162094941186082,18.240431270583066,ENSG00000096092,protein_coding
ENST00000211379,158.86966810157028,116.93110192646998,ENSG00000204463,protein_coding
ENST00000211936,63.90750728004033,26.49507319000369,ENSG00000096654,protein_coding
ENST00000212015,68.67168951396233,30.28416080968361,ENSG00000096717,protein_coding
ENST00000214869,65.54411714753168,66.86683472455944,ENSG00000099203,protein_coding
ENST00000215057,122.99287467643195,10.282395145671305,ENSG00000099326,protein_coding
ENST00000215061,58.16876043490508,5.236705173807939,ENSG00000099330,protein_coding
ENST00000215071,104.61481254117916,393.04004202730863,ENSG00000099341,protein_coding
ENST00000215095,12.735776289855071,0.3946780468252401,ENSG00000099365,protein_coding
ENST00000215368,1.6439409736121438,0.02927020168286958,ENSG00000099617,protein_coding
ENST00000215530,2.6475229126368003,0.5953170539069677,ENSG00000070388,protein_coding
ENST00000215565,71.22266479362452,600.4971721221704,ENSG00000099795,protein_coding
ENST00000215570,248.79559911454467,188.25031706851138,ENSG00000099800,protein_coding
ENST00000215574,37.105964567769576,175.92637981631447,ENSG00000099804,protein_coding
ENST00000215582,0.7541113432651882,0.024593056803908445,ENSG00000099812,protein_coding
ENST00000215727,0.5841013430988676,NA,ENSG00000099937,protein_coding
ENST00000215730,164.00355886261258,53.24238002774492,ENSG00000099940,protein_coding
ENST00000215739,19.644699308595087,9.792226894755702,ENSG00000099949,protein_coding
ENST00000215770,8.280753073977351,0.13454671721733727,ENSG00000099974,protein_coding
ENST00000215781,1.2180532143219522,0.07608682989734677,ENSG00000099985,protein_coding
ENST00000215790,17.839470682612035,4.167558114237677,ENSG00000099992,protein_coding
ENST00000215793,82.94019181926207,18.873794079084387,ENSG00000099995,protein_coding
ENST00000215794,1.8064181014241445,1.099756680608785,ENSG00000184979,protein_coding
ENST00000215832,364.7037730468097,122.33280825455982,ENSG00000100030,protein_coding
ENST00000215838,2.841038166937345,3.218683006357682,ENSG00000185339,protein_coding
ENST00000215882,217.7538476480268,299.8457612456219,ENSG00000100075,protein_coding
ENST00000215885,1.5662164469992605,0.6549320204240848,ENSG00000100078,protein_coding
ENST00000215906,2.6201434062347686,0.9895238983163103,ENSG00000128203,protein_coding
ENST00000215909,39.530769016242154,980.279011314995,ENSG00000100097,protein_coding
ENST00000215912,14.082391801733085,5.061763487131151,ENSG00000100100,protein_coding
ENST00000215917,45.547245848939546,20.738156326654018,ENSG00000100104,protein_coding
ENST00000215957,22.335998531101975,8.842509284954339,ENSG00000100139,protein_coding
ENST00000215980,72.73983522116447,54.839501532489344,ENSG00000100162,protein_coding
ENST00000216014,17.446201989191593,9.340062609255325,ENSG00000100196,protein_coding
ENST00000216024,15.465779459250342,10.819319185645414,ENSG00000100206,protein_coding
ENST00000216027,41.3455925836429,21.169818924196232,ENSG00000100209,protein_coding
ENST00000216029,16.592516375515686,12.336576230553701,ENSG00000100211,protein_coding
ENST00000216034,92.61454026268001,218.75675387593571,ENSG00000100216,protein_coding
ENST00000216036,0.8114588523869625,0.16487444356144665,ENSG00000100218,protein_coding
ENST00000216037,102.22178888862514,91.39251829152128,ENSG00000100219,protein_coding
ENST00000216038,63.48040842107947,275.7564402157888,ENSG00000100220,protein_coding
ENST00000216039,63.47678443107938,40.571195472085925,ENSG00000100221,protein_coding
ENST00000216044,56.730700452653686,20.005135567795826,ENSG00000100226,protein_coding
ENST00000216071,0.8472560669340223,NA,ENSG00000100249,protein_coding
ENST00000216085,141.90097236699037,29.745904229071762,ENSG00000100263,protein_coding
ENST00000216115,1.7423863702393654,NA,ENSG00000100290,protein_coding
ENST00000216117,0.30401047447946344,0.0913139882616163,ENSG00000100292,protein_coding
ENST00000216121,28.12471989990505,35.17417277028026,ENSG00000184117,protein_coding
ENST00000216122,83.6720124537372,162.6455553227356,ENSG00000100297,protein_coding
ENST00000216124,12.137198356440393,2.990713872181866,ENSG00000100299,protein_coding
ENST00000216127,0.15129323966206185,NA,ENSG00000100302,protein_coding
ENST00000216129,127.4693344225772,84.55025381803843,ENSG00000100304,protein_coding
ENST00000216144,0.3399662881447015,0.04256206891378276,ENSG00000100314,protein_coding
ENST00000216177,0.32485001031277116,NA,ENSG00000100341,protein_coding
ENST00000216181,58.7527405480542,63.10822873972127,ENSG00000100345,protein_coding
ENST00000216185,85.4524582938915,76.68652624376823,ENSG00000100348,protein_coding
ENST00000216190,207.80296008298697,387.9659362122106,ENSG00000100353,protein_coding
ENST00000216200,0.4138205065065477,0.4769813033900898,ENSG00000100362,protein_coding
ENST00000216211,0.5564439150053286,0.13090584664073038,ENSG00000100373,protein_coding
ENST00000216214,42.033959667754125,37.93763489236006,ENSG00000100376,protein_coding
