ensembl_transcript_id	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000538297	-0.351180454833582	-0.425907511771652	-0.386279061994883	-0.549825181808469	-0.438642967954729	-0.23909646247236	-0.324245142754566	-0.439534628601514	-0.8628192822574	-0.837411513234524	-0.505509123255944
ENST00000244906	0.104609591100466	-0.155536263921067	0.0197719904685004	1.39661158119693	-0.210197525454873	-0.184253629688581	0.0575444593302046	0.69890488316931	1.42764368194381	-0.417214722248288	1.30239075440819
ENST00000623735	2.83446705418282	-0.519173189929285	-0.301878606692146	1.46049798189931	1.27485300587578	0.053236951611832	-0.221058567596148	2.03482410831072	-0.757472359361179	-0.782276767142865	-0.421418502996849
ENST00000279067	-0.347541605134809	-0.651630296674434	-0.365026973854695	-0.562882256404576	-0.439867876493603	-0.23935327074242	-0.327555709015892	-0.463443697507848	-1.32343599438168	-0.850298785561227	-0.64765231539579
ENST00000493536	-0.151646750470486	-0.230446462866825	0.428643686209071	0.0829766120100076	0.391028415708735	-0.159485898753971	0.412694651031433	-0.053885945040214	-1.10029683823045	-0.30949737401183	0.117174974129404
ENST00000624527	-0.274395901956924	5.9320336119955	-0.519554456841988	-0.288994572614806	-0.442015549465094	-0.208051196047411	-0.286287370964426	-0.122624518145924	0.790443791573855	-0.149745818197668	1.18011530389698
ENST00000585445	-0.346700810318047	-0.431860640164692	-0.729765328663411	-0.171170018521363	-0.394333943075222	-0.221633500108326	-0.325624545363452	-0.34734677637613	-1.32266473571156	0.93457788563786	-0.64765231539579
ENST00000305709	-0.340412078594316	-0.651630296674434	-0.257113052611956	-0.562882256404576	-0.464774350117358	-0.23935327074242	-0.298559214174359	-0.463443697507848	-0.401431311462999	-0.853989902839743	-0.405362783339235
ENST00000359074	-0.263792927976694	-0.329169175384745	0.191539439693085	-0.46573140375497	-0.376070556760622	-0.227939569850894	-0.259306739935527	-0.0164130774274022	1.36671424700417	1.02812134352482	-0.419092523489106
ENST00000321517	1.13481066973992	-0.150575323593533	2.43176241492822	0.0989870725266627	4.46807115889286	1.88065606710172	1.79036937664964	2.09229783164325	1.3489051831668	0.427882397741949	0.741377419248973
ENST00000320372	-0.0947208063192322	1.05840583422642	0.718245939927191	-0.531793983556702	-0.232858333424028	-0.223973308791089	-0.25235890679498	-0.384934591435607	1.59244763686399	14.801599290652	0.128223376791183
ENST00000315707	2.53870713974565	-0.348516842662126	-0.48490431313516	0.152614343189245	3.92561632942439	2.96016389742219	-0.253871409655601	2.74221069508754	-0.631932482192669	-0.240842592631437	2.54255780055741
ENST00000316786	-0.372975648341855	0.233401457757573	-0.625814897542927	0.750752712782343	-0.402201938923251	-0.190930644710123	-0.307266390642381	-0.203892362938127	-0.898963268116304	-0.818660637459663	-0.29875538923435
ENST00000321248	-0.245736514698693	-0.651630296674434	-0.710920513664961	0.409869801005403	-0.402949133131964	-0.235415543934843	-0.294224985976964	-0.0741166956532659	-1.01756181725371	-0.993197754486624	-0.810793933647205
ENST00000370624	-0.345632587395112	-0.0855870053028418	-0.0939047967802161	0.339921187097687	-0.481776080636919	-0.216040786671479	-0.289868977738376	-0.344702985102834	-0.448583261977282	-0.265478163953188	-0.607593779429107
ENST00000313064	-0.299299279582899	-0.453192683573087	1.4585675366276	-0.00888923425546034	-0.306736650431935	-0.203343044429657	-0.24001204344316	0.0327844297452465	0.838717572881043	-0.562771295614216	-0.579811246419955
ENST00000415205	-0.182177250784052	-0.651630296674434	1.07568952763973	-0.220444930985243	-0.0534092324791002	-0.213330032709742	1.30882234589205	-0.177339502758496	-0.204760350581867	-0.159321631023074	1.36496606422067
ENST00000359941	-0.35113221250803	-0.59507557694055	-0.390582974581626	-0.0920503641235235	-0.214182561234674	-0.226056309203793	-0.10420622659145	-0.421832721815094	-0.772161331305777	-0.22755457042878	-0.596803818934855
ENST00000638500	-0.286029194175727	0.709155635168052	-0.0592546530733882	-0.441327109569389	-0.442623920706067	-0.229394816714564	-0.273642847049636	-0.463443697507848	1.784315759663	0.977732319648393	0.343311870715523
ENST00000397841	-0.223855174180505	0.120788112322559	3.6904744773731	0.13675932403683	-0.00163643156939184	-0.188790575792962	0.113640165424909	0.0639351877914797	0.113033278720713	1.2988173386818	0.633025540513281
ENST00000333139	2.31547267001498	-0.0339932258964915	0.334152136423293	2.06578665424742	0.788160096125286	-0.063981756544133	-0.186740482689807	1.21203028508217	2.32279454025733	0.281861798203865	0.675280834903945
ENST00000577000	-0.233503639290887	0.392647642271404	-0.487068427373691	0.967127091803546	-0.456404141768391	-0.194468891986496	-0.247828658226848	0.188078430189752	0.827709608225664	-0.983706310056154	0.118111826986689
ENST00000571868	-0.290522622212848	0.00569429672377775	-0.210937176893173	2.85869305323244	-0.41126217908245	-0.210419538982403	-0.272626445127299	0.419467640326532	-0.142183226665142	-0.647814637711219	0.260933429816294
ENST00000440205	-0.372975648341855	-0.350005124760387	-0.580222603191837	-0.562882256404576	-0.467836621464541	-0.233646420296657	-0.303481503483963	-0.463443697507848	-0.628917561936738	-0.0640908052373674	-0.797064193497333
ENST00000424751	-0.190343987323911	-0.148094853429766	-0.608185877060506	-0.500705710708828	-0.287468839115459	-0.216754142977199	-0.205471318115735	-0.413326610761879	0.304095085637321	-0.491205804608478	-0.431207000091934
ENST00000466075	-0.30018142496442	-0.462122376162648	0.365981636852933	0.225205460289031	-0.0802918918789046	-0.1763496418212	-0.0401462854338606	-0.0745764854399261	-1.0939164255958	-0.0991880575313688	0.0840620714150079
ENST00000574306	1.52249978139665	-0.466587222457428	-0.274571861862133	1.81708047146442	2.54188614940086	0.980885491570552	0.29265032398968	1.04156322167788	-0.241219851351274	-0.597720903217076	2.05678344141948
ENST00000399387	-0.335439673182073	-0.362903569611974	-0.4866064254576	-0.510498516655909	-0.336714245406626	-0.225742432429276	0.459492699541329	-0.440109365834839	-0.920278053181496	-0.487514687329963	-0.665420214413271
ENST00000568697	-0.260288467613387	-0.103942484514716	1.55865174118711	-0.00453687605675796	-0.414275454088078	-0.211646511828242	-0.0610091448921199	0.219574030575981	0.194120610720367	-1.07545693955069	0.116367342355882
ENST00000340510	-0.184330926031905	1.27519892653964	-0.526484485583353	-0.100133315063971	-0.326380100366998	-0.227939569850894	-0.25937692006826	-0.172051920211903	0.728462640265862	-0.136542164389948	0.929491011937683
ENST00000586231	1.87700506483446	-0.377786390594575	-0.540733597311214	0.372563873587955	0.507276319076267	0.711750424548385	-0.238497120577962	0.86902710423361	-0.355821878288961	-0.210765259836217	-0.0692587444703805
ENST00000647665	-0.312414300372226	2.32294952371476	-0.482351144651499	-0.493089083861099	-0.396077396228885	-0.23935327074242	-0.318151571229696	-0.386543855688918	-0.787937076831001	-0.334913352986753	0.0242327096325092
ENST00000360083	-0.340412078594316	-0.651630296674434	-0.608185877060506	-0.531327659463984	-0.44936091766987	-0.23935327074242	-0.264272589327518	-0.463443697507848	-0.659978252015291	-0.0415011674928508	-0.678406933331502
ENST00000359838	-0.020927277626793	-0.282536336305929	0.790828872534126	0.0831320533742469	-0.015355407204772	-0.222232719405132	-0.166872245112692	-0.402636498222028	2.19928798140096	0.457411335970075	-0.349313138256818
ENST00000456953	1.74892858225493	0.0106552370513114	5.0414896594749	0.0574842282747508	6.50305662783604	10.8957106477685	11.388044608886	5.38749628519073	1.30673135679604	1.82512847840068	6.5368784154999
ENST00000360656	-0.0077123263059662	0.0166083654443518	0.176609483036248	0.428989088806846	-0.19498824443053	-0.227939569850894	-0.0886455971613833	0.174974421269935	0.454841098433911	-0.308231848087768	-0.256758537011214
ENST00000483544	-0.329471408335222	0.00271773252725755	-0.365026973854695	-0.390186900734636	-0.44436737385973	-0.229394816714564	-0.298716514471863	-0.398498390142085	-1.24017511522077	-0.507088154955463	-0.360329235647656
ENST00000358234	-0.136708858951377	-0.396637963839203	-0.375361227240942	3.33916231009634	0.456561022538453	-0.154749212883988	-0.149762812753349	0.0909478377577705	1.11128739834464	-0.0843392200223682	0.851312256260768
ENST00000425932	-0.171908527202288	0.158491258811815	1.69742252724667	-0.344331698284022	-0.443746753533368	-0.204284674753208	-0.283131684996026	-0.0356093010204684	1.20990333648344	0.0594456170498718	1.23354822203319
ENST00000356020	-0.336197766869317	-0.423923135640638	-0.350437439662346	-0.273916760283587	-0.462528684462757	-0.237298804581945	-0.304294625021833	-0.322977917683136	-0.0443385471964718	-0.819715242396382	-0.842291572814557
ENST00000366181	-0.340908285371421	-0.149583135528026	0.327781373159301	0.0159813840228389	-0.396485699075176	-0.201202975512496	-0.293861985290415	0.0671537162981015	0.274191283563951	-0.436028874319351	-0.214761684788077
ENST00000428915	-0.347076411281273	-0.34752465459662	-0.492393607353899	-0.407440892165206	-0.482943826777311	-0.226912336770657	-0.315717046625241	-0.410797766935247	-0.535209633516904	-0.894064890435057	-0.575450034842937
ENST00000425388	-0.240998429153416	-0.225485522539291	-0.124907556938957	0.0955673625133965	-0.364740152776045	-0.210333936225716	-0.307958511951401	-0.291022527510247	-0.780049204068389	-0.3264132371968	-0.110577186003759
ENST00000634488	-0.340412078594316	-0.272614455650861	-0.599626683667661	-0.396870879396929	-0.482943826777311	-0.23838310616664	-0.326048046164426	-0.407579238428625	-0.296259674628169	-0.48812635819326	-0.606463094946176
ENST00000608023	-0.0162581096894474	-0.238880061423632	1.19179790392051	4.62668313009104	0.28811568330107	-0.149127965194912	0.0845662304369118	0.731435010575524	1.73583163508215	-0.351997952961598	0.865688101829457
ENST00000650421	0.584458773963331	-0.471548162784961	1.1218410874682	0.723084149947735	0.032313950099711	-0.199947468414428	-0.121768199806691	-0.12365904516591	-0.0631292129776283	0.796002796953011	0.596617500162916
ENST00000416890	-0.300267571974334	1.80601954158575	-0.042841427106996	-0.52246750170234	-0.449054690535152	-0.22083454104592	-0.300516997877146	-0.377118165062383	-0.22421710339631	-0.114500921212526	-0.138036666303502
ENST00000444184	0.393780982219407	-0.191255034279309	-0.397853425787479	0.868577266875785	-0.173303280264011	-0.163024146030344	-0.121105118552594	1.03409163764465	0.305918060675792	0.120528334984625	-0.152574038226895
ENST00000374945	-0.14393831602337	-0.347028560563866	-0.260541593147158	0.181992761030486	0.0951599242008333	-0.162852940516971	0.180587172042852	-9.05400009627027e-05	0.992653791994956	-0.561484677591419	-0.946476071598876
ENST00000634972	-0.300226221409575	0.588108691176231	0.0301062438547472	-0.542053113596501	-0.449054690535152	-0.237270270329716	-0.246541215791888	-0.427350199255017	-0.708181918897921	1.45869544708837	-0.518431231632294
ENST00000376678	-0.26663577930386	0.077627931473016	-0.727090580728147	0.626710504119325	-0.26133745695283	-0.16359483107492	-0.298096993300153	-0.154924750658808	-0.514140248937659	-0.657833384610048	-0.431207000091934
ENST00000377879	-0.372975648341855	-0.638731851822846	-0.729765328663411	-0.43852916501308	-0.482943826777311	-0.23935327074242	-0.327681549253896	-0.409993134808592	-1.25419800013208	-0.674327405820329	-0.668650741507359
ENST00000378340	-0.347131545367618	-0.0330010378309848	-0.608185877060506	2.02039777588952	-0.442154372432833	-0.210134196460115	-0.282064462977572	-0.0904392330797054	-0.145163089708796	-0.455665618241055	-0.0317523249080257
ENST00000427020	-0.355942661541635	2.01685950550593	0.030349402757953	-0.425627531781212	-0.427002253806971	-0.22300314421531	-0.268846397978035	-0.228950906311111	0.0675991316080659	-0.338477917672863	0.430471491714001
ENST00000522992	-0.37282058372401	-0.245825377882179	-0.594204240126172	-0.562882256404576	-0.424605516099242	-0.23935327074242	-0.288888875884693	-0.440454208174835	-0.357609796115153	0.0409056622623555	-0.647361567957322
ENST00000379526	-0.0272435763936966	-0.514708343634504	-0.265939720798327	-0.290082662164481	-0.034067926650292	-0.220035581983513	-0.242197307576185	-0.291367369850243	0.515805590585835	0.115192034004827	-0.713070489051061
ENST00000380888	-0.311811271302827	-0.336114491843292	-0.394206042239392	-0.0166613024674289	-0.452084297654632	-0.233104269504309	-0.21091632841397	-0.234583331197699	-0.0774676127994435	-0.45853414366893	-0.300564484407039
