V1	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000305709	-0.454617470946003	-0.406143499424559	-0.510053608158141	-0.523496152825916	-0.606394589090243	-0.410763088187393	-0.352043787741433	-0.544222521252463	-0.865582749708337	-0.0434154090628017	-0.190229704958511
ENST00000313064	0.595774210514208	-0.406143499424559	0.16412411820669	0.0889120855557205	0.638621466015254	0.212040134483499	0.168521088130589	0.566268979013363	-1.17247718643493	-0.256643511872969	-0.311744661979286
ENST00000315707	1.00100639273052	-0.0829915944344808	-0.00830409887940742	0.763847948158033	1.48711925537712	0.110427833359585	-0.167353193453025	1.57519642784522	-0.416772699204867	-0.650116891612299	0.417409322787195
ENST00000316124	-0.454175898834764	2.08833239763792	-0.74723134830408	-0.484348422879058	-0.574946724254821	-0.409700230707555	-0.331987777968966	-0.518527684308484	0.251722106406296	-0.477589335205491	0.897462463859224
ENST00000317008	1.86052246355667	-0.392446994842198	-0.546223213530397	-0.275469910083901	0.651262033560429	0.894707241680553	-0.239002174142397	1.69533715193463	-0.734276212150967	-0.929075985763189	0.0696960238842367
ENST00000317596	-0.407912728411104	-0.136065549691129	-0.266827835638481	-0.136549840619703	-0.576445411563384	-0.390928291982771	-0.331036974542716	-0.340862933367002	0.750533194396483	-0.0344983130538659	-0.717276338528926
ENST00000328376	-0.435155948446266	-0.133497455081937	0.338615781632057	-0.42771108209946	-0.587231046456158	-0.409731491221668	-0.315913257543922	-0.41210244750673	0.294158411284322	-0.0434936292032311	0.758698357507189
ENST00000332012	0.26707957676574	-0.191279583788772	-0.409253068596117	2.83822453661528	0.7101629016514	-0.0754784440697074	-0.024661369258516	0.916332196747897	0.786081287468221	0.0338139429210226	-0.5269575121086
ENST00000333139	1.01757262556316	0.120315895459939	-0.251529871399068	0.783603052621957	2.82044975965246	1.15667034994648	0.745207136237033	1.57751127802035	0.817631757616666	-0.101976220864176	0.383232237333823
ENST00000340510	-0.439144654769766	-0.411279688642944	-0.459131547348808	-0.397987805658327	-0.588520900287298	-0.410763088187393	-0.367010027922753	-0.521479118281779	-0.479873639501758	-0.976920638325754	-0.932810401867388
ENST00000341011	4.53350726107063	-0.0200732765092604	-0.179190660654556	2.12341598610413	1.83051765505773	1.07948814060178	-0.131463335372784	2.19430310718462	1.37342434773655	1.63946483889262	3.14036581805765
ENST00000344893	-0.458135490513567	-0.214392435271506	0.416528669269998	-0.523496152825916	-0.578386334471195	-0.410763088187393	-0.298792853350003	-0.543007224910518	-0.0393663443005107	2.38166967804574	-0.966216575618804
ENST00000356684	1.12431014798317	-0.0157931188272726	-0.207889167212215	0.268792279871724	3.08477397732307	1.81364131454275	-0.0595796250875571	1.12738866146568	0.378139243619024	0.254186151890396	1.54406465387461
ENST00000357412	-0.372030546302213	-0.491746653064314	-0.106851449910045	-0.278369741931816	-0.26069165056466	-0.399071655909176	0.316858307668459	-0.482647506593917	0.0265636829882482	0.340593333684587	-0.58856620562323
ENST00000359760	0.0776969004125387	-0.215248466807903	-0.55393149008514	4.88695573716752	3.26885945923899	3.96016014636065	-0.00202630519234553	2.17022866536323	0.115618421340975	-0.09694405849656	0.580553511713581
ENST00000359941	-0.0283208432913565	0.644635211503442	0.682357480425566	0.485101611777164	2.90272769289258	2.35813694936088	-0.0814599889341414	1.05204028826509	0.509599535904213	0.664555081962446	0.91368373092121
ENST00000360656	-0.158820768224974	-0.406143499424559	-0.212395544274988	0.324976521925085	0.31910624555848	-0.119524508454754	0.633151981192732	0.0174758737436339	-0.519019593204459	-0.0376271186710364	-0.352699346145685
ENST00000366221	-0.434843774755903	-0.181007205352001	-0.303116029880809	-0.127850345075957	-0.546471665392122	-0.402666615032157	-0.2680313912501	-0.378652862476053	0.590628277464791	0.66974368461092	0.0889688164331305
ENST00000366713	0.308702196320738	-0.439956745112262	-0.0244321852093312	1.04975324441344	2.02430283778382	0.491165264997397	-0.0438141157760448	1.01066234138458	0.850381514642099	-0.0745209515735048	1.18205736716456
ENST00000374945	0.395598088379695	0.0492652779389416	-0.391464738085172	4.39806221155803	0.789703887905056	0.267715110118536	0.630257973264083	1.20516762735016	-0.142351260993633	-0.068576220900881	-0.655442795767892
ENST00000376678	-0.42449190108583	0.0629617825213026	-0.32149730474212	-0.494044735620525	-0.611799690858832	-0.409012499397072	-0.321891434086471	-0.55579677212813	0.553880897516066	0.430181467856235	-0.953368047252874
ENST00000376800	-0.428343121587149	-0.526843946056614	-0.231369763486663	-0.250640099886125	-0.582130595878163	-0.404292161766027	-0.254598321593608	-0.449024307800106	0.327707692894414	0.411173973731924	-0.660550085793348
ENST00000377879	-0.452191250554579	-0.0401900176146031	-0.74723134830408	-0.523496152825916	-0.599515368657495	-0.404510985364817	-0.346695518468775	-0.518932783089132	-0.937416958545343	-0.639922199976352	-0.806413004067559
ENST00000379526	1.17142896546488	0.170821756107395	0.145624254475307	0.175272702776451	1.50884039389352	-0.35796407985074	-0.00241851160567376	-0.0675369989381369	0.708927165048679	0.888264683590135	0.141165962919718
ENST00000380888	-0.408883216567673	-0.478478164250152	-0.364070709098316	-0.319239247038374	-0.523721100675246	-0.394726444447486	-0.284135624282214	-0.495263440048394	-0.824376482652863	-0.406695814596436	-0.410357117187792
ENST00000380970	0.908559308415983	-0.314976140798219	0.00462208795854626	-0.136912319600692	2.25177163198598	1.58425166198244	1.07239345151329	2.19291419707954	-0.109324745458126	-0.390582465668008	1.1533409062667
ENST00000380990	-0.0039211535549424	-0.385170726782818	-0.529620771720181	-0.153948831707196	1.71722672198812	0.270872422043937	-0.169676719325924	0.396532589921713	0.544594111955803	-0.818055533113924	-0.411128028889748
ENST00000381051	-0.456967669765162	-0.406143499424559	-0.228405041734839	-0.287975434928036	-0.611799690858832	-0.406152162355743	-0.381367159659132	-0.470668156937602	-1.32623191425386	-1.12619073964493	-1.10353522252967
ENST00000381800	0.315068598627832	-0.57734980670407	-0.229377470469437	-0.0271718081061435	0.382110077264697	-0.298756666120947	0.0894588119771725	-0.212273006138347	-0.266984843363661	-0.769689412948497	-0.759740724778322
ENST00000383331	0.266301568760223	-0.406143499424559	1.57971946026773	-0.134284346988519	0.58566375300529	-0.405948969014009	-0.273810493325278	-0.308281417152001	2.24041650696196	0.240836581257135	1.04361447402167
ENST00000391437	-0.462260065178986	0.393389955570759	-0.62864247823111	-0.488516931160436	-0.599515368657495	-0.410763088187393	-0.32678807173166	-0.538898365849657	-0.724282154842736	0.39357444213534	-0.210562501097594
ENST00000395539	1.30086620586705	-0.41598786209313	-0.315567861238471	0.151258470285902	0.900881917556036	3.24870210566564	1.15877097152742	2.32758060601792	-0.878805656300766	0.613346963361423	-0.000167849105503217
ENST00000397841	0.876384391065188	0.248720625919572	-0.00842268774948038	1.39202402221271	1.78532117681457	2.23048463998094	0.848758543137809	4.15555991806631	0.670672988767329	0.684709804813053	0.74491831083473
ENST00000399868	-0.446974876713019	0.901016656654511	-0.62864247823111	-0.424267531780061	-0.593188942723806	-0.376954842174314	-0.329165080297285	-0.487682305724832	0.979320229391058	-0.314526415790623	-0.324496826382471
ENST00000400282	-0.199683172057326	-0.133925470850135	19.1541630851495	0.0887308460652258	-0.286360970236574	-0.401213001125908	1.84524213149799	-0.476571024884192	8.20966705602202	7.10170761196868	9.63057507286037
ENST00000404626	-0.454617470946003	1.89315720733928	-0.62864247823111	-0.476283265552043	-0.58201020952059	-0.394351318278131	-0.336816076617893	-0.459846232368854	-0.796731382591018	-0.565978093890556	-0.211783111292357
ENST00000408887	0.992695779149762	-0.348789386485922	-0.503886986914347	0.465527746803735	0.672157665624903	1.68325371017793	0.0730990505242539	2.62133509324233	-0.608197335339441	-0.935203230096815	-0.379199435900414
ENST00000409162	-0.454806716136534	0.08136646055385	-0.676078026260298	-0.51035628976505	-0.611379567039546	-0.410763088187393	-0.362065850106252	-0.531317231526095	-0.50441289406166	-0.603210880734885	-1.00636822676233
ENST00000409786	0.085282882836389	-0.366338032982072	-0.642873142639867	6.24643315536836	0.253446543392334	0.110083967704343	-0.0751846863208896	0.955568907216407	-0.18844692839375	2.00337100554969	-0.906085462866255
ENST00000409910	-0.431689688247052	0.847514685629663	-0.381977628479334	-0.455078245164162	-0.577157902251061	-0.403885775082559	-0.328719391191231	-0.535773318113227	-0.511946875724788	-0.530805104077532	0.95544144811048
ENST00000409974	-0.462260065178986	0.633934817298473	-0.62864247823111	-0.474561490392344	-0.589626489285418	-0.405636363872881	-0.379750793834507	-0.544222521252463	-0.921457217797738	-0.910303152060166	0.29136525951743
ENST00000411439	-0.428535601738202	-0.234937192145047	-0.627693767270527	0.599373110534081	-0.512542367472029	-0.334815669150153	-0.343091379231145	-0.369161976758007	-0.275841115686032	1.64363657971552	-0.273102712918754
ENST00000411453	-0.43202612414133	-0.208400214516723	-0.514892034057118	-0.280000897346269	-0.597940518551283	-0.391053334039222	-0.35917481343831	-0.309959683528973	0.156209669485174	-0.422209475781573	-0.0620013918665375
ENST00000411509	-0.449643719143585	0.720822018242825	-0.617969479924543	-0.194365238087517	-0.48020757457367	-0.388239887769063	-0.340224112648859	-0.331082691377064	-0.81038480242134	-0.859799014723006	0.0569759808019667
ENST00000411553	-0.446974876713019	-0.520851725301831	0.142019152825089	-0.367086472528979	-0.551685131734369	-0.409121911196467	-0.274642446323247	-0.473908947182789	0.0412933859133022	-0.469793394542707	-0.581563757663799
ENST00000412102	-0.447452033389999	5.99825644013376	-0.686751024566865	-0.46441207892464	-0.593324070268021	-0.386239214865839	-0.360809006827177	-0.461871726272096	-0.456133909526515	0.277991147961035	1.83058683643483
ENST00000412294	-0.446974876713019	-0.20583211990753	0.109383495781007	-0.404693666806632	-0.570993629370431	-0.404260901251914	-0.312748864890933	-0.452496583062806	0.0141403009804784	-0.845250068603164	-0.449641492666621
ENST00000412295	-0.338327110104821	0.0184481426286296	1.58315853749984	0.439882358898733	-0.318496757115271	-0.400572160586594	0.940017844493592	-0.142769629629969	0.869231844272701	0.906959297152728	3.02363693785319
ENST00000412413	-0.420233075558751	0.190938497212737	-0.574542235703822	-0.402790652156437	-0.578324912860189	-0.397039722491839	-0.353455136577273	-0.490460125934992	-0.369200986417689	-0.308112364275423	0.361004283260766
ENST00000412485	-0.380468940823584	-0.491746653064314	0.646377617245427	-0.256802242562945	-0.469579179005074	-0.410622415873885	0.221534321665456	-0.525530106088262	-0.979515003022168	0.0625468078387049	-0.0636074579122787
ENST00000412690	-0.446974876713019	0.050549325243538	0.049899318552406	-0.470302362365718	-0.61160314170361	-0.403369976599697	-0.381384987223374	-0.495089826285259	-0.68273762738606	-0.358121107389865	-0.646673675158145
ENST00000412772	-0.329141439702892	0.404090349775729	0.370468752133657	0.15098661105016	-0.504058814559786	-0.373656857935405	-0.231984056352387	-0.242597543432593	0.981657301253906	0.131615191837743	1.28468498748742
ENST00000412797	-0.446620648535871	1.86234007202897	-0.603952275481918	-0.444385115224974	-0.565180688104758	-0.392991485914221	-0.374476806079525	-0.449313664071998	0.451080486496326	-0.509242418699199	-0.293178538490518
ENST00000412816	0.574022335964967	-0.427544287834497	-0.280987346725193	-0.437044915859938	-0.13352680400086	0.552889150113276	0.53179039343304	0.250697028888315	-0.456164660472078	-0.508903464757338	-0.488411927010812
ENST00000412855	-0.336360254107507	-0.368478111823066	-0.0268039626107906	-0.201886676943047	-0.472372633873658	-0.408215356287193	-0.253139432586455	-0.389359044536045	-0.959526888405706	0.480789898713967	-0.0138194104943031
ENST00000412872	4.36855985901959	-0.451513170853629	0.17785670936114	-0.383579266163997	1.58840349192714	2.48961867171965	1.02761952391902	1.18427610451958	0.895523902729739	-0.109980748568103	2.37109230346856
ENST00000413004	-0.358785000445303	0.682728614873134	2.61803617107862	0.181706704689014	-0.500442310103712	-0.404510985364817	-0.201341444680765	-0.436639859363143	0.340961350432405	1.23749153722665	1.25445882450657
ENST00000413042	-0.436998258463486	-0.406143499424559	-0.297779530727526	-0.428707899297181	-0.564313414957344	-0.407637036776105	-0.144269469020093	-0.533053369157445	-0.0937032651117223	0.370082326626419	0.191018252979523
ENST00000413053	-0.389544622567768	-0.329528676916977	-0.617376535574178	1.36837226870315	-0.550387907309908	-0.386614341035194	-0.296793194894171	-0.0557891342993353	-0.747222360233321	-1.0310489755028	-0.335450196814425
ENST00000413221	-0.427259409812313	-0.406143499424559	4.35984577693638	-0.384666703106966	-0.51687136261578	-0.401041068298287	-0.162465469589957	-0.443063568599138	-0.156927209190868	0.10009247524475	0.972016049702528
ENST00000414054	-0.439332282480036	1.54903252970746	-0.647023753092421	-0.347059508829313	-0.532074439772155	-0.394054343394059	-0.284417894049382	-0.450760445431456	-0.572833747941086	-0.145570912463418	-0.578833445386039
ENST00000414141	1.44399541667816	-0.298283525838466	-0.420519011253049	2.80442337163801	0.725275074823484	0.0123167098163137	0.12391057987521	2.27462840826174	0.159807530116137	-0.881100966299909	-0.646609432516315
ENST00000414287	0.340550382658821	-0.341941134194742	-0.365968131019483	-0.237772096061	1.29519391903231	2.34902450949697	0.664041207503038	0.871134747078419	-0.0557258473404453	0.0215333808736286	0.487016225209616
ENST00000414300	-0.429020845816487	0.178098024166774	-0.160927974663319	-0.483170366190842	-0.595093012665013	-0.40449535510776	-0.301131235526438	-0.493353688653909	-0.736121268884794	1.00987092857749	-0.699609612025773
ENST00000414339	1.3993141419497	-0.312408046189026	0.941829928145223	-0.181950332988629	4.40828685129511	1.93519782367068	5.80828589245173	1.36118852915414	1.56251191200828	1.47150012401085	0.867268422199291
ENST00000414740	-0.41903775764591	0.419070901662686	-0.227219153034109	-0.341259845133482	-0.57365687042368	-0.407730818318443	-0.303760801252161	-0.473908947182789	-0.141797743973485	0.155341967767952	-0.395966765417952
ENST00000415469	-0.325227137471396	-0.192991646861567	0.371061696484022	-0.100120703030266	-0.194918932634262	-0.407652667033161	-0.244023604737281	-0.358340052189259	1.98948879116146	0.211504028596162	3.86756040224833
ENST00000415530	-0.0553101189255497	0.00303957497347363	3.98304150116652	-0.222094880133208	-0.172106946306379	-0.395726780899098	-0.0480392485014445	-0.42251927329483	1.3507916518016	1.65948919484251	1.58967692957366
ENST00000415611	-0.188598579829043	-0.386882789855613	2.99747311976409	-0.22544781070736	-0.410324522434705	-0.406074011070461	0.181463899770421	-0.320087153045181	0.79435329182488	1.21021878159698	0.62616578741263
ENST00000415932	-0.454617470946003	-0.499022921123693	-0.74723134830408	-0.46749315026305	-0.587231046456158	-0.410763088187393	-0.366528683688214	-0.55579677212813	-0.981821323939452	-0.132664589292589	-0.815567580528284
ENST00000416249	1.73873913974931	-0.150618085809888	-0.522861206126022	-0.0899712915625617	1.05752176680972	-0.213571765163351	-0.102252871361952	0.574949667170113	-0.188139418938112	-0.381378562477499	-0.509836848060999
ENST00000416894	-0.323278073756953	0.223895711364043	0.610136858551128	-0.153676972471453	-0.453405640394793	-0.392835183343657	-0.209331164721974	-0.173788621976756	0.139880917390803	-0.235967321419501	-0.524548413039988
ENST00000417039	3.07673013396806	-0.036337875700814	0.530682315602238	0.241062637826032	2.48474380253433	0.0674915172255454	-0.224493508109959	0.640054828345737	0.497268406733134	0.54516507428725	0.931992883842659
ENST00000417651	-0.217766601374735	1.82424666865928	-0.311417250785917	0.145186947354329	1.21339261749361	0.275186372991515	-0.235496086508099	-0.0215293517073624	1.1732356921163	1.54434914813064	0.349055151880452
ENST00000417695	-0.437067810114707	0.28809807659386	-0.510243350350258	0.0607293447837925	-0.504967854402685	-0.388927619079547	-0.344318509903149	-0.307008249555678	1.72087928166178	-0.83221337853162	0.479788928003781
