ensembl_transcript_id	H3K27ac	H3K27me3	H3K36me3	H3K4me1	H3K4me2	H3K4me3	H3K79me2	H3K9ac	H3K9me1	H3K9me3	H4K20me1
ENST00000373020	-0.390887208943356	0.0304562500831392	-0.872566804953547	-0.600863495221349	-0.544231793606752	-0.251635701337475	-0.495734302109021	-0.559992979953785	-1.0405828722082	-0.887347967987286	-0.803408225782234
ENST00000371588	-0.233153053948537	-0.465007990772363	0.0869369723275389	-0.0731302755666026	0.373756286796013	-0.181064565792813	2.35159342986952	-0.445070593707259	0.504836128816171	-0.385777377371927	2.00223851238072
ENST00000367772	-0.279735058851423	-0.237397343881539	-0.0894152323042525	0.0665771638731808	-0.254778719528503	-0.197327188451314	0.021211413053502	-0.28324355921189	2.07319201932151	0.595806328617444	-0.162900286027901
ENST00000496973	-0.246379016054892	-0.481018625629703	1.22334801183343	-0.30567336525963	-0.196522643477616	-0.220041649137932	-0.137660756754413	-0.236698793174675	0.154233439914223	0.328033742819582	-0.288336001237878
ENST00000399173	-0.191690910477387	1.90802772700194	-0.481858296117991	-0.436982469590929	-0.422175516808732	-0.2458490012504	-0.476858484037124	-0.421318367739814	0.188738006661245	-0.226970643093998	0.394468900489812
ENST00000367429	1.76622146041981	-0.235666464437502	-0.0405181274692943	0.100170504307117	1.45405969815503	-0.0377273394980467	-0.458499189376233	0.626178789571944	-1.13851119886737	1.10188961738333	-0.282709341158854
ENST00000002165	0.0118391780875829	-0.594391229214106	1.74747848959077	-0.106269651940621	0.485408582046236	-0.104074849117086	1.47284073140769	-0.0641952530676766	0.798847925994984	2.37518907833861	0.42075898465215
ENST00000341376	1.10442010308479	-0.421303284810437	1.31789860369415	-0.348799950951845	1.83963296498595	0.145019309803517	0.441580710251416	0.407370404902149	0.185279044341494	0.480804384029934	-0.0655590666607773
ENST00000337248	1.20507050653567	-0.345144589272822	0.143708956763444	0.243850129271184	0.736670957042274	-0.200652878156529	-0.269110076151966	0.188082177283518	0.368490638687636	0.805603677666241	0.260360367847683
ENST00000374399	0.142052518221474	-0.327835794832456	-0.426352536816158	0.855680191025751	0.0630636943337543	0.0208380562107891	-0.386012615707321	0.205956327127706	-0.46463729381954	-0.211736693923445	-0.710044473022697
ENST00000374807	-0.193250575820118	-0.594391229214106	1.81613217562723	-0.296367102031309	-0.112229398358872	-0.20051985056832	0.343458087027152	-0.501931983144475	1.31689841375306	-0.573154952169722	0.29547848765125
ENST00000450338	-0.376746243169266	1.15509516884598	-0.453116720129511	-0.600863495221349	-0.457920735923244	-0.23919762183997	-0.458391510228662	-0.312274057616545	0.148364544830712	-0.269625700771545	-0.37700440317285
ENST00000265742	0.0882045523752528	-0.421303284810437	0.842960105118063	-0.193430751444889	0.552408512544429	-0.100449847338401	1.67802502959131	0.0291342004811722	-0.585247340608225	0.326222914899309	-0.316178267490982
ENST00000309032	-0.374712439562345	-0.140900814876493	-0.458858097107294	-0.363667273914162	-0.484455554332701	-0.224298531960607	-0.461073393997857	-0.170480466235132	-0.280263261316761	-0.701953680911695	-0.616467295225679
ENST00000618908	-0.377781860956839	-0.34125011052374	-0.835273872922628	-0.45775132533218	-0.510807642124539	-0.231116195856298	-0.468308086725298	-0.471701877367727	-0.569937179520804	-0.853574590109174	-0.733812261287542
ENST00000381192	-0.374042823241866	0.116134782562955	-0.605011699568932	-0.515972216016671	-0.541665789189134	-0.250105884073076	-0.4954381844532	-0.542478712321224	-0.403226536568883	-0.309607631519164	-0.460725224693508
ENST00000318008	2.20094386206842	0.13993437491846	-0.70691680453714	0.32669857020623	4.2211883196028	1.22014827770542	-0.388314257486655	2.22849435647679	0.163674705918133	0.112200300703208	0.275106097709954
ENST00000359238	-0.376746243169266	-0.204943354305851	-0.499203845899814	-0.510524647297655	-0.475221826314758	-0.243753816736115	-0.4954381844532	-0.408722490332836	-0.901657336414932	-0.710576671008234	-0.889515527267444
ENST00000000412	0.0679164255970134	-0.594391229214106	0.827748057959404	-0.409517643965886	0.214018623913824	-0.140990004844972	2.11282501505045	-0.392407830072369	0.841943194241059	-0.0358276959540471	0.723240469590053
ENST00000469946	-0.399829290241678	-0.564100838943464	-0.716456856917143	-0.578165292225446	-0.524792366200556	-0.2458490012504	-0.49695242246592	-0.574148346944484	-1.10153999505627	-0.487816093514306	-0.645046847971897
ENST00000401396	-0.349192155447692	-0.507847257012271	-0.597639840911658	-0.354020537640903	-0.517308186649171	-0.234109316590992	-0.486731315880059	-0.465223997558424	-1.00868670327607	-0.230506069033579	-0.850710974998309
ENST00000002501	-0.340354051838885	-0.144362573764566	0.0668334801304062	-0.283202144293686	-0.419967197855388	-0.184722824468549	-0.367478342431627	-0.304476609697939	-0.857002699909953	0.124732379643512	0.217772371732308
ENST00000467448	-0.342329627939678	-0.421303284810437	-0.311438269511583	-0.495430342305379	-0.318617799130448	-0.234109316590992	0.0170001488914593	-0.510569156223546	-0.12614097303672	-0.229126390618132	-0.422890786231102
ENST00000346817	-0.325813811737056	-0.423034164254473	-0.727297825530782	-0.402935165097074	-0.474137106265492	-0.234375371767409	-0.4954381844532	-0.451188591304934	-0.272948406574993	-0.633688342647427	-0.614100217537262
ENST00000339091	1.06247134402671	-0.442073838138877	0.387500658946963	-0.105134741790826	0.730430900844885	-0.137531287551548	2.47299830378269	-0.0539985904048847	-0.563557945734379	0.604285602212374	-0.16833292334558
ENST00000002125	-0.0929911284818152	-0.335624752330621	1.00725715265149	0.413859669710498	0.447762186931398	0.0788713415667906	2.31107578562249	0.219152008220731	0.545011125595571	1.07581944399146	1.21757166094656
ENST00000579593	-0.340873940286462	-0.376300419265483	-0.778467197387159	-0.574987543806019	-0.544231793606752	-0.251003820293484	-0.491666049314846	-0.503491472728196	-0.929527500024071	-0.188167187659572	-0.0998428885905576
ENST00000540200	-0.241887179867828	-0.319614117473281	0.659045240781397	-0.347211076742132	-0.388133191535003	-0.184722824468549	-0.207102029531077	-0.243176672983978	-1.18021721175551	0.591494833569175	-0.556766491559616
ENST00000324093	0.137664659723925	-0.141333534737502	-0.778467197387159	2.40517301854107	0.430725472752609	0.0791373967432078	0.0492937982427371	0.400412682144009	-0.0466698961329383	-0.226424520387884	1.62304042760674
ENST00000467905	0.273297317035357	-0.471498788687501	3.18316964503224	0.0872325285994525	0.687885770023686	-0.0334704566753716	3.83403749178256	0.273974065125389	2.33998575234491	-0.739204998128744	2.32026122050242
ENST00000226279	-0.380177506923273	-0.0703674775319979	-0.872566804953547	-0.600863495221349	-0.524792366200556	-0.25250038066083	-0.49556437095426	-0.574148346944484	-1.0271156008813	-1.33718061802341	-0.889515527267444
ENST00000001008	0.480175487202722	-0.229608386383373	0.0109287731835917	0.155894592662059	-0.0819427704600195	-0.22759096476877	-0.422123827337334	-0.188714498290948	-0.679092957644086	0.25074300825427	-0.340140078517173
ENST00000356634	-0.379054547876507	-0.332595713303556	-0.205023321600101	-0.317816903862438	-0.406017464748703	-0.222901742284417	-0.474070603607038	-0.440032242744468	-1.35458293525115	-0.253127046386833	-0.571706244183232
ENST00000348335	-0.206950676190663	-0.206241513888878	0.0346054486357798	0.0733866247719516	-0.335740046789825	-0.184157457218662	-0.31695663238056	-0.304116727486311	-0.828650549748062	-0.59632205222909	0.00304738175105239
ENST00000444129	-0.323717621516426	-0.54506116505906	0.0630174591784053	-0.390678135479286	-0.0766591340910156	-0.24229051326582	-0.261592725662151	-0.495334142597963	0.398288748507784	-0.517277976344148	-0.363713844020672
ENST00000485994	-0.256652011779011	-0.334759312608602	-0.149691017796086	-0.302382125825224	-0.391620624811674	-0.227291652695301	-0.432274269482601	-0.358219019967713	0.0686950028757972	0.208174180477688	-0.304420488153434
ENST00000007516	-0.174484682416383	-0.203212474861814	0.239074789463906	1.31372992748307	-0.330071509758179	-0.118209030364249	0.526495813031399	0.231268042678872	-0.360896776377179	-0.172358372482583	-0.203489847701416
