ensembl_transcript_id,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex,gc_exon,len_exon,gc_intron,len_intron,exonJunDen
ENST00000304751,4.44635666016035,4.708067803547591,3.729663787864414,3.17954301786127,1.050224918928283,-0.3036776338705459,1.4170760588414106,-0.5087681493190881,-0.7478069355105544
ENST00000313064,5.895277325161452,6.01391721132555,2.0655610500278208,2.042714544443026,-0.22198751487977242,0.01753653735510091,-0.27000651099235445,-0.4813776598889929,-0.6232216026665304
ENST00000321517,6.633706545512972,6.604725567445557,2.685127300964317,3.1448815784710007,0.9848507861322005,0.008962031757701711,-0.7308076977286596,-0.48438410938844395,-0.6166329736461186
ENST00000331944,5.966868219099589,5.950604331769023,8.635194955687489,7.976358553635537,0.0832519756565314,-0.4791252099404064,0.2633749643959727,0.39929523218819674,-0.48705340935359126
ENST00000340510,2.749422124057029,2.8840638699213788,0.03801358297326157,0.5330153822510858,1.1920351033413112,1.1830097212477455,0.05125650096027754,0.2670548164647447,0.22095436544568506
ENST00000358234,6.682068014478021,6.7481710935033155,2.0574252664473454,3.17970037130429,0.6164731068432275,-0.4501038063799784,1.9601188760666262,-0.43165561047499407,0.17258023528136684
ENST00000359074,6.56765715278059,6.529520618155891,5.1829677639024325,4.901855321374557,1.7017051683153204,-0.1480173784100682,1.0320752418706467,-0.5023505359644906,0.3330842510857313
ENST00000359760,5.769346543528515,5.839521385437224,1.3206409647237365,0.8455583419058482,0.8741864715850746,0.6480924874407649,-0.18970703722658072,-0.5397143434456496,-1.0821639774641973
ENST00000359941,4.355668534291858,4.289332268218232,3.9838617234267404,3.9814640538682466,0.20204870609540823,-0.2641029926517804,-0.7402496589395955,-0.2673993983992144,-0.3020219367297445
ENST00000360656,4.602887193928564,4.67005205936066,1.125097937951111,1.3273179880010897,0.5869757190887702,-0.43361437253882607,0.8806232084314765,-0.4977107749581262,-0.5769749188799587
ENST00000379526,5.741179179780166,5.6749171856332925,2.539218815432584,2.496625961674911,0.5387222992681056,-0.37557156541796993,0.9131861971848465,-0.4857717014651137,-0.06444853076319991
ENST00000392471,2.0608669450267043,1.9433244459361374,0.9718890817606644,1.683382700935252,0.28974542728179603,-0.4520825384409166,0.278764805176687,-0.4089916065560551,1.6266805069749841
ENST00000397841,6.5544958817328745,6.641464284415053,1.3079057421040559,1.558343739046812,2.076382388636504,0.6909650154277609,1.0546228076769277,-0.47899273600721676,-0.7293430057268515
ENST00000398043,6.263373368805088,6.3128598248413965,6.405442911551431,6.32557162566328,0.7504521796052858,-0.4797847872940525,0.007162642713878307,-0.3818612906403354,0.29521830862200404
ENST00000400282,10.44278124971681,10.440803732862085,7.420237201268945,6.92555755000734,-0.989194918836423,-0.2139751137746774,0.22623862602269998,-0.4640761211830171,0.06206985111247475
ENST00000409910,4.182947975099818,4.204846169372693,0.8407715295185265,0.5828661907611228,-0.6069008639758489,-0.4712102816966533,0.4859928095703186,-0.4708261784726501,0.25769392955794956
ENST00000412295,6.277196249474308,6.277160365567969,5.067521487783728,5.201263828029588,1.808767650323392,-0.46593366286748455,3.123921350495195,-0.5233378661241204,-0.5154439284511694
ENST00000412413,3.1502684059719637,3.0937248624298532,2.2624362291420383,1.345221048203397,-0.43716295055204135,-0.4540612705018549,-0.2404778926389372,0.13865918712039843,1.641987669226609
ENST00000412606,5.579090884565572,5.58653605311997,3.9090770573578513,4.224390886253466,-0.2561894207681358,-0.44680591961174787,-0.5760297759864581,3.0127381840908485,0.8733853916352913
ENST00000413004,10.273327589968474,10.28732769694213,0.903050205432666,1.1052702554826443,-0.40730205982549317,-0.6440195483519294,0.6445542240099222,-0.516212002647056,1.6888967148364273
ENST00000413221,8.51070390681188,8.541492510998815,5.3386912457455615,5.330254809868825,-0.6099538144322146,1.1302435329560583,-0.7924501247927005,-0.537025883797102,-0.9886633927741696
ENST00000414008,6.638147392683239,6.689893321905215,2.890910517954315,3.8379440239931846,-0.4675353306010461,-0.2812520038465788,1.039489835137842,-0.5229765140208209,-0.7690750315110766
ENST00000414300,0.8715842233551454,0.8077862691597527,1.8521612266597587,0.11659667315543465,-0.4663471905527655,-0.42635902164871903,-0.8875175933215728,1.7124198674099882,1.4414110604122148
ENST00000414621,4.604799020057139,4.562890583819089,3.3050638818227607,1.4542908442588547,-0.049984044792428454,-0.676338838680588,-0.7047968253742225,-0.2413531387933929,2.3184976878690717
ENST00000415205,4.395403436467586,4.503965496503564,2.060578272559185,1.614443340010211,0.9634127308489027,0.7687951431579998,2.075620735897335,-0.47900719009134873,-0.925803024470679
ENST00000416894,6.069586168961543,6.224102104355404,0.3970864472597297,0.7170015399794627,1.2441212644190303,-0.454720847855501,0.7326860750610535,-0.5236124937226279,-0.537998339956869
ENST00000417932,1.5010284034163879,1.6978008151033082,4.333549671721583,4.236925239997239,-1.215515990191784,-0.4501038063799784,-0.13987100159656063,-0.5172382426204263,-0.546896461650371
ENST00000418395,0.8455368308387393,0.75630072189324,1.4154089571969826,1.8806634130807545,-0.44852108076704694,-0.5055083040862501,-0.6733005498033934,2.3783484315384045,2.948965771294024
ENST00000418403,8.492197013554275,8.451023613795705,8.559442260120036,8.214047489596204,-0.5257678101890012,-0.5661894206216905,-1.3432455250283617,-0.4885757937867171,0.8105041580016985
ENST00000418567,3.082713565443166,3.0599331825890568,1.0603839675795796,0.4723964021863724,-0.4459468476051788,-0.28586904532210144,-0.7797379443228779,0.7160275777721954,-0.2633071066553794
ENST00000419467,5.316887941486209,5.299624041665193,2.4880127061538224,2.0907706857875294,0.19469349722171062,-0.5213381605737563,-1.6224997101817975,-0.3643140325041161,0.5067887654690127
ENST00000419745,4.568013856153614,4.58804644484191,0.8563462380737034,2.228131021105915,2.109892790280846,0.38030408186045156,0.48341413825735413,-0.36317215985768997,-0.591274664026619
ENST00000419813,6.038182004149837,5.9980069376014455,1.8614203332475958,1.1831957679928564,-1.2221200516235964,0.8631147047293909,-0.8130153820806832,-0.5206927687279687,-0.9447973806243196
ENST00000420081,1.4843881377285597,1.3668456386379928,1.206992554846666,0.5897848505384651,-0.4306094099324091,-0.6044449071331639,-0.9564942620422571,-0.5056894293989772,1.1658401000720844
ENST00000421185,6.298538316457666,6.350303358906603,2.1100125861995083,3.411768309800401,0.29944804324284224,-0.5490404094268921,-0.37948313428384817,-0.5239160294893994,1.657457673629847
ENST00000421326,4.333631636648025,4.226101624129418,2.7818952052520673,2.4695420824722873,-1.0442233247731216,-0.5206785832201102,-1.0704421972284053,-0.43982216800956075,-0.3816947308098218
ENST00000421685,5.891722437024543,5.971727783158324,4.09516906020998,3.679273827821322,-0.6984759214403863,0.5425601108573902,1.696720077309405,-0.5362164550857114,-1.067980402402183
ENST00000424415,2.2772524155316036,2.2849910028285074,1.1204687848010568,1.4591673532002054,-0.5136988361088636,0.6190710838803368,0.09155395831578142,-0.4273627474877971,-0.8905662785986213
ENST00000424612,5.302576966963011,5.2793630211337925,0.7883993527365489,1.0235340252592622,0.19745283514553277,-0.45801873462373144,-0.552259742032171,-0.17518234163720497,0.20335998702176203
ENST00000424751,2.478980149557004,2.591800782911465,2.2172518033449466,2.5648882266943462,0.397271264999315,0.6573265703918102,-0.1525291440725232,-0.29600403089639565,-0.5341171242270719
ENST00000425195,2.2314538354962434,2.271491692285391,2.2516526823262546,1.0064137554050117,-0.3214989405491692,-0.5028699946716657,-0.6498639221632757,0.2766089660759811,1.2423092796038089
ENST00000425894,0.10700481713938184,0.09248179296412942,1.3525378554945875,0.6840409224895323,-0.6080286297800522,-0.5200190058664641,-0.7816266756077932,1.7760611998430802,0.49919492425251993
ENST00000425932,6.817384100968757,6.830884310035795,1.6976702026696904,2.0024599863602166,-0.5252486697018065,0.17979256635203955,-0.20046713572598127,-0.11029795796876296,-0.4569618745339038
ENST00000426037,7.2749003314147105,7.249690559325372,1.6962546391472368,1.161509095031009,-0.12365226168062125,0.3400698632880399,-0.08044222155465056,-0.5112831599580521,-1.0335893373839802
ENST00000426367,8.4773788152284,8.515315404134814,1.5149446307478969,2.558735318193392,0.5788217971802381,-0.613019412730563,2.2917113848508848,-0.5225573455809936,-0.0017714796192689725
ENST00000426413,6.932836036981822,6.949974079922492,3.8937658572930287,3.935548218812888,-1.9905806409647369,0.21211185668069807,-1.3833212921639282,1.6918227975219218,-0.4821116227383185
ENST00000426519,4.072609004001506,4.079611602849242,0.5739008832512307,0.40838914880072186,-1.4043150295988773,-0.3656779051132786,-0.7237396729751874,-0.3522304181697838,-0.09016731737844037
ENST00000427872,1.86560943157543,1.8704975892438978,0.7308809822568694,1.6870166954029913,0.6358101808865423,-0.5022104173180196,-0.09270742138341828,-0.14062262647764942,1.237230975073068
ENST00000429172,6.383304402052679,6.29825893222639,5.3119613087935615,5.750021101621204,1.3201584529006798,-0.45801873462373144,-0.6158130447528846,-0.4606071409913428,1.6730931326256329
ENST00000429829,6.267356196747249,6.256012664486338,6.516959585154348,6.559151663417177,-1.1080159062214638,11.865524540899854,-0.8610966463158566,-0.3629842567639742,-1.1592647804730192
ENST00000430068,6.42942451749428,6.527787041907381,3.059739379718285,2.436457161000399,0.9640491204587758,-0.5391467491222007,0.8902323565187524,-0.4778075011083947,1.557326480745876
ENST00000430235,5.496637631772691,5.721424419629208,1.9363626481315233,3.555991101923092,1.6293720979452122,-0.583998009170135,2.4425173095706625,-0.5193051766512989,0.9620600702929494
ENST00000431150,9.722427925744567,9.699244318321751,2.386926581039508,3.0380475822346145,0.4475995254172946,-0.6400620842300528,1.1586310416313574,-0.47384708205623316,1.6266805069749841
ENST00000431759,6.605579599102844,6.622117137767378,2.0511745596454105,2.5009576067667427,0.27752718303109464,-0.08667668452098164,0.7643301209405271,-0.2131965829043029,-0.16603468702903285
ENST00000431979,4.666240176566432,4.508323198208635,1.221456953585505,1.7239338734254759,-1.9729197711917061,1.4910323454004708,-0.4231982444071418,-0.4171581640906218,-1.1491205569490355
ENST00000431981,5.319579414725922,5.420427406414307,3.1951545409699804,2.532615063261325,-0.8376405151223649,-0.5167211190982337,0.0019479212865181254,-0.2932143926589242,0.4804918725275768
ENST00000431985,4.336109822198463,4.3682341038743076,2.339115523576594,2.071850290325352,0.1784991124319945,-0.2159538458356157,-0.7869178093297369,0.6439450602060292,0.06636438670415991
ENST00000432837,5.342225152972996,5.343494353459545,3.028055792521465,1.4008293323882732,-1.0120427682862705,-0.5206785832201102,-0.4306102676556167,-0.4107550048201562,2.272340552507039
ENST00000433510,4.951770150349492,4.903505360982403,2.8978885003168875,3.7312770109858677,1.615968440750902,0.009621609111347802,1.16416419670702,-0.40623087648684764,-0.9417588693365295
ENST00000433664,4.07632265200354,4.065924768477136,2.365803289473754,2.659535958980884,-1.1382835070137567,-0.2891669320903319,-1.3149046462645835,0.4488871948450077,0.2474339920000912
ENST00000434139,6.208607857289027,6.211159680293933,1.1537274047464772,2.674264296131439,2.672871102864726,-0.6512748992420364,0.8714985951075667,-0.4770703428176639,1.8101951051633076
ENST00000435043,5.226762842601721,5.157563565375294,2.350769350740404,1.8597103409761016,-0.6211933383705636,0.16462228721817943,0.28286545606115215,-0.3819913773975232,-0.7185191421809317
ENST00000435352,4.896222795306589,4.903658557685928,1.70933231044237,0.42394623526285935,-0.36022666222645494,-0.4296569084169495,-0.9108371110551178,-0.044184977149102946,0.09872666705327458
ENST00000435597,6.132908877772314,6.158687229026997,1.7689639614557355,1.7404038046765469,-0.6935213688909105,1.1625628232847167,-0.2364964617171105,-0.4926952077643304,-1.129772712146759
ENST00000436248,7.724710369014847,7.712268648145399,3.754502419830067,3.8087662094976973,0.40151190978668594,-0.17967709138508062,0.7605903517114183,-0.5271392902508302,-0.4275936115996351
ENST00000436295,10.001276409521024,9.993376448309151,6.2038750513352285,6.37923693232096,-1.1899199101861146,-0.5279339341102173,-0.3217703206328246,-0.4985202036695169,0.5457593572064002
ENST00000436373,3.4384538382285808,3.5393018299169654,3.2397161526419547,2.362029335889951,-1.5074892525317392,-0.25816679646896556,-0.9322029637934757,-0.530911806209276,-0.789220210269741
ENST00000437322,3.813899404034986,3.5694447924621997,0.7912283923325916,0.6280187088586209,0.45558295107012425,0.6065391141610611,2.9921682849856994,-0.5433712267310397,-1.0768282632525061
ENST00000437492,4.569040157869855,4.584877807883867,4.254904133386558,4.128163582668466,-0.7121561991022445,-0.2654221473590726,-1.1852684228654464,2.311931914951973,0.18354529631315192
ENST00000437648,5.619159572419513,5.60268441520027,3.21270620604106,3.0466425255119365,-0.1651910148373243,-0.15725146136111348,0.2591081287002283,1.0734048079353118,-0.050266529255012175
ENST00000437892,2.571288993964115,2.9922142848519204,2.2661553098711193,2.4415960288054976,-0.6569107517444404,-0.38348649366172305,-0.3531702764567629,-0.4279120026848122,-0.04304927922933207
ENST00000438217,3.1776439749989205,3.2667756634978713,2.096706052881886,1.8649713903103908,-0.10572282121333751,-0.32808199595545134,0.30201872859973805,-0.5117023283978793,-0.7224943362313361
ENST00000438965,3.735522682620849,3.8242495404521355,0.13293513419183614,0.925378201423666,1.1144551491811616,0.8083697843767653,-1.1525673018641511,-0.4036002331748279,-1.100206230995698
ENST00000439058,6.257674427459311,6.160841751308002,3.9043628344774373,3.169776711014609,-1.1269181880691654,-0.3881035351372457,-0.3992240523598186,-0.4986358363425727,0.5878703826857432
ENST00000439156,4.330733342554285,4.321664881498189,1.4300071027182568,1.9840294158082816,-0.3062898742987919,0.3578784518364844,-0.9044370394413447,0.8746033347841085,0.3386441002572686
ENST00000440955,1.9364207837940284,1.9224910561343913,0.24803019736890006,0.3405188067620752,-1.3641800964502806,0.641496713904304,-0.7702711644322604,0.13646216633233801,-0.341193294708936
ENST00000441001,3.0574736478603075,3.097983045057502,0.3953881597877042,1.7204649576232158,-0.46547810105274406,-0.49165717965968214,-0.3402217549089878,0.015264670885715958,1.967039761746407
