V1,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_AB_1_PROseq,K562_AB_2_PROseq,total_RNA_1_RNAseq_ex,total_RNA_2_RNAseq_ex,total_RNA_3_RNAseq_ex,total_RNA_4_RNAseq_ex
ENST00000313064,0.0254467131510678,-0.333753604401911,1.61660527436355,-0.0221309594838919,0.345026158779367,-0.239149383947064,0.452743071311616,-0.109209140673192,-0.313461794175751,-0.305078518879725,-0.0391869711070419,4.552658979366141,4.961406906167023,0.4342725145985675,1.7201315778643105,0.7862570738077447,2.0038952795227076
ENST00000315707,2.86583795181473,-0.169056241432817,-0.139253403251496,0.14787794187082,3.04615612682735,3.40604690185125,-0.131295893983691,3.51126645342578,-0.522837492924425,0.0720361279748179,0.254546409363801,5.67551849499425,5.8112045556737435,3.2671937887449123,3.0600861353702724,3.432458103968799,3.571108013536933
ENST00000328376,-0.226234735407219,-0.36120316489676,0.377046469837285,-0.396766439795835,-0.418821027908298,-0.273678359769701,-0.283671747623842,-0.343437944419018,1.89014596152193,-0.0916263627357971,0.467876230985761,4.66518303053124,4.653657846273161,0.4127151791275851,0.7145157862623499,1.1245956834231452,0.05272727194312334
ENST00000359941,-0.223553302553004,-0.256050233154954,0.550610124577515,-0.229518457513718,0.41362658573852,-0.0577558573046501,-0.0244718187400784,-0.0642963360714433,0.828434586951551,0.642706861883635,0.148961167194552,2.6255045005538875,2.8815335338251327,3.0186724514440484,2.7784627030422038,3.2451261285693667,2.495185811976707
ENST00000360656,-0.21488775626864,-0.500984772955144,-0.305219314783224,0.275942111161127,-0.13222742418663,-0.254245089487691,-0.101958161161961,-0.135279683669866,-0.942429756681806,-0.218961204909582,-0.521068489879479,3.848054811900987,4.233719125588828,2.814559306211939,2.7378482900929737,3.4713984469495367,2.804513870084436
ENST00000366221,0.215504316554239,-0.158921019096258,0.753409201853882,2.64300545912982,1.59931826025551,0.837522406519626,0.244195562412385,0.856375549941971,0.364108238160317,0.385839701248552,0.749447461757109,6.456985775918154,6.250734828243072,1.001700533736998,1.1594547712550556,1.6585396744745957,1.8147773355254155
ENST00000380970,9.34217410194695e-5,-0.674128154538037,-0.379607865208672,-0.307673705107139,0.11184889107753,-0.0564570384837844,0.614333153879218,-0.18677103650442,-1.07192316072717,-0.196946847867099,-0.0709419311579439,4.688106857210087,4.817152317786062,2.610833985262938,2.722568058557083,2.1164982157245484,2.289467372105783
ENST00000381051,-0.323316355667527,0.0619423676546033,-0.72335519006786,-0.0714027460101792,-0.449693512324177,-0.275516310931303,-0.294583606502314,-0.216009028650224,-0.749871383133829,-0.820515389345622,-0.253850501051139,3.9532667930313283,4.177868673986652,0.9853138544976173,1.101247916321048,1.0742640078730006,0.8768647143091199
ENST00000381800,-0.00684343523073713,-0.58966796840004,-0.463905259438364,0.251943353068582,-0.0774876760539304,-0.266204025045851,-0.0242005080173127,-0.1823041210377,-0.420117270598569,-0.167944120288648,-0.570288677958377,5.0754199052553695,4.46108421894321,0.8218151222147378,0.6076005823458379,1.106685485565378,0.739361190559185
ENST00000383331,0.759950595615755,-0.570242125588301,0.0248636278036388,0.00462871768124694,0.972696378518264,2.795332489874,0.236211275428137,1.47110433480749,-0.823867614016895,-0.336258925662018,-0.182814655417272,5.468550399977604,5.157406245971221,1.2029052895702441,2.3741217868948645,2.1695996928946295,2.2237391663267134
ENST00000395539,0.676845821331815,-0.430882818460607,-0.228664107549267,0.369070035263614,1.00573583565475,1.60715832893676,0.0455573546732155,1.31931042558386,0.200778375811151,-0.256575663885046,0.10415491856273,5.243633616752083,4.5223827265234116,0.4583024129102561,0.2941285555409515,0.267144647092904,0.9957447720852465
ENST00000397841,0.158555790221857,-0.0917751711165505,0.739484820764537,1.08011288565159,2.60068582922327,0.699431009244565,0.773416842150795,2.2286931979632,2.60431049349472,0.858237711813049,1.2591780804941901,6.041438786167289,6.164068694021336,1.305361399423872,0.9530159406914794,1.6041039373560695,1.3287021317909156
ENST00000400282,5.3881135240897,-0.323618382065351,0.0908455498120751,0.508496448429595,4.09195122113608,13.8315920588938,6.79599810522014,16.8499633369208,0.0909612422506018,0.342701855928795,2.33449629269788,10.46336940068366,10.483939398687646,8.131488065195459,8.393292716666531,8.160689599097653,8.331171739434414
ENST00000409910,-0.333121265362473,1.31744303459592,-0.247441799889672,-0.39485503428404,-0.463997366107596,-0.277721852325226,-0.306474767894387,-0.223318526686675,-0.919053674652838,-0.595600721756013,0.138640805178009,0.601695765055746,3.1572850801858987,0.45657585605404544,1.1168304341012865,0.44599033587851394,0.8335535430357897
ENST00000409974,-0.0605703132987136,1.23087134380448,0.213333881386405,-0.230155592684316,0.653949667574039,0.698058672377236,-0.135329380062141,0.0611021635761141,0.470057386924706,0.307542235328571,0.341078675502509,4.954254215732912,4.726335350759829,2.265334997651056,1.110621469530818,1.9841018875318561,1.0948248893303072
ENST00000411553,5.44817811112904,-0.268296960144963,0.251929261335298,0.56329007310107,3.34849619522683,2.50268165291592,2.83821030233342,4.36696502355963,1.30604662265134,-2.03430341746072e-4,1.27762771228376,6.883096638693541,6.55341816991497,4.99892666425032,4.972300879567664,4.80128574782803,5.002089514679733
ENST00000412294,-0.287527084742446,-0.428349012876467,-0.331883637906598,-0.199360726105387,-0.445200635174257,-0.280932140354158,-0.26958942915648,-0.351234742324565,0.0408456131525257,-0.355125546400765,-0.127815064609109,3.8511188355625614,3.796082438918134,2.028926725611226,2.030218221493534,2.4333787047145385,2.0939604062782298
