ensembl_transcript_id,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex
ENST00000493536,4.08857638272004,-0.275826425252617,2.138309080817,0.161500499721101,3.43362051267841,4.86573617899239,9.24696599639062,3.78128929367902,1.3617854882277,0.173399523283969,1.89087632688113,8.300911367966847,8.252841994156725,8.253566676669243,8.054995861824294
ENST00000359074,0.607132269895812,-0.277848363563049,-0.620972056988777,0.950085672050485,1.35767794735659,3.82002390393198,1.13003073975064,2.62821177808383,0.911721355071612,-0.319925232454896,0.292881695497187,6.56765715278059,6.529520618155891,5.1829677639024325,4.901855321374557
ENST00000321517,2.65920839865058,-0.624610783802158,-0.411338564855698,0.0277237603725986,1.13855299460894,2.61033385228004,-0.0487037567475034,2.46402097429766,-0.463206472626398,-0.408829590045475,0.990824473616206,6.633706545512972,6.604725567445557,2.685127300964317,3.1448815784710007
ENST00000313064,0.460109118531482,-0.523513868280552,0.37442450655921,0.0192662553930209,0.416350169637361,0.169529516858656,0.1138539401927,0.364286638075113,-1.08008392055146,-0.207387177263805,-0.245650658725593,5.895277325161452,6.01391721132555,2.0655610500278208,2.042714544443026
ENST00000415205,0.033401678674365,-0.541205828496833,-0.796717428213126,0.0787157247020232,0.176854574899894,1.81375693098305,0.57362449917608,0.7462471630863,-0.732430493297849,-0.25691380569326,0.0628702156885117,4.395403436467586,4.503965496503564,2.060578272559185,1.614443340010211
ENST00000359941,-0.0888680784165059,0.824613500200067,1.22979220212898,0.178785911358194,2.18733644752302,1.97938272542978,-0.0551090713526071,0.625684318933776,0.653839433198196,0.555245239407569,1.10495328080257,4.355668534291858,4.289332268218232,3.9838617234267404,3.9814640538682466
ENST00000397841,0.698203207517725,0.249877535459735,0.185249982304983,0.897673834622299,1.32923466226262,2.09615228146034,0.724449559950863,2.90067064757722,0.727955222418336,0.429398888480267,0.81371595304815,6.5544958817328745,6.641464284415053,1.3079057421040559,1.558343739046812
ENST00000577000,-0.415159331102142,-0.491162855313638,-0.138657405915677,-0.15531640214162,-0.563712974435036,-0.427367568311144,-0.268298509413349,-0.363819187780533,-0.725733828581988,-0.775354880838795,-0.646966958932467,4.619480790910051,4.55406969330267,3.2415583743583163,3.146303373245471
ENST00000424751,-0.342835106668499,2.15201600099876,-0.72263641971497,0.440783364886134,-0.106706563789963,-0.278147042513819,-0.253872195712286,-0.178122801630192,-0.41645048024088,-0.0842942668336493,-0.583668360926059,2.478980149557004,2.591800782911465,2.2172518033449466,2.5648882266943462
ENST00000466075,-0.286028712986324,-0.240442504820055,-0.202367073224091,1.14096600341438,0.496187258293668,0.82338809189607,0.148655105486037,1.09025424159245,0.28087743974365,-0.515825463723078,-0.694703987252665,5.478447196231376,5.273421132128651,3.2719393262803824,4.5100102855172794
