ensembl_transcript_id,K562_PROseq_1_PROseq,K562_PROseq_2_PROseq,polyadenylated_mRNA_1_RNAseq_ex,polyadenylated_mRNA_2_RNAseq_ex,gc_5utr,len_5utr,gc_cds,len_cds,gc_3utr,len_3utr,gc_intron,len_intron,exonJunDen
ENST00000005257,6.170340857828965,6.139299654930681,5.085363987747947,5.181499061389881,0.20531999871413342,0.438545356813203,-0.7214748306425582,-0.9780719588252731,-0.222789334913425,-0.032182379857681895,-0.18799098791950683,-0.10017093383327189,-1.1799754688780233
ENST00000008527,4.9742355032643015,4.946816017676842,5.098976267969316,5.206903001402714,0.23337977819021155,2.0893156496838183,-0.22523811378315595,-0.3432517006624512,-1.2511396221003594,-0.6825753732170985,-0.737651808936206,0.12969905910997143,0.08243280533681398
ENST00000011619,7.169002264177709,7.159178999059051,6.229588974180646,6.297017266469784,1.252606491414923,0.6553131730487384,0.7661876456479426,-0.10435881403802087,-0.5645456502221018,-0.5637485207520797,-0.9051381811893315,-0.03172538681478709,-0.0035152829165712787
ENST00000012443,6.278493133099048,6.256380778900169,7.471663159031213,7.328133506080471,0.8889503582983389,-0.6063866804247624,1.5354530112305584,-0.48859212818920256,2.9959549042596074,-0.7519786675771979,2.275433449935781,-0.6276445908640141,0.9001033060215471
ENST00000025008,6.612973703672902,6.604813450533313,4.285269656692866,4.680243855288033,-0.27550832222203137,1.750268552494904,-1.4872949808737745,1.3406925630957711,-1.1263587329724072,-0.3218885555577939,-0.8182596359918278,-0.05297619994918568,-0.1871751262918294
ENST00000025301,6.258720524038115,6.252745046913641,3.6339807923735647,3.8215821451084526,-1.5914624711461285,-0.20064179362491413,-1.0401526599870665,1.8535605085062614,-0.6442679045264622,1.1024563264233376,-0.9863189885139556,-0.6349610929047034,-1.2899509039622434
ENST00000033079,6.424690558619403,6.4080963300674,3.9169017980873635,3.886991827327506,-0.6985710353652674,1.333407367426567,-1.0689601280376353,0.206368996536413,-0.24581476404695743,0.17287280802443003,-0.2127525793772075,0.0032488112283639396,0.0864460328388879
ENST00000040738,6.0513863574429525,6.046890969693516,3.5120883627243953,3.9290097810883453,0.36430811091670606,-0.41185146072620504,-0.3721486993880823,3.7747270792621697,-0.6580809501480057,-0.34870346474237773,-0.585399063901191,-0.5397015546235842,-0.725000824797193
ENST00000040877,5.137942009181387,5.112646962644357,4.256481025375054,4.39241515576314,0.9389748263705966,-0.7564567070493639,0.32218194485974805,1.3857982130178663,-1.439298527496066,-0.8792180405707135,-0.13669320677891517,-0.08831951881601113,0.8417270391788331
ENST00000081029,6.001120216547113,5.981815030301061,6.987762092541954,7.110057279000248,0.8269635174261939,-1.1121782516410117,-0.5170166331591725,-0.7826141424961938,-0.2987245702053045,-0.5737383888796699,-0.4432768865541276,-0.6027948496987899,-0.010545363724201099
ENST00000083182,5.882301318217717,5.860915814223095,2.9837294833605696,2.708582592685897,0.4095323049935178,0.549708339498093,-0.8833617829304218,-0.34492228028919547,-0.32632249057266405,1.3075115143054494,-0.1463429423305998,-0.16831327446088126,-0.9779676483201971
ENST00000161863,5.451469478819465,5.436287527937059,4.3735576552414805,4.411241933279568,-0.2055367660118113,-0.056129916134557235,-0.7003448400802093,1.066717504309711,-0.6968646107755054,-0.06635824450470056,-1.4677931530157713,-0.18554330719454068,0.3670253185283246
ENST00000163416,6.055391367342466,6.001632241203303,4.544648203073157,4.472749113974236,0.33583700897766067,-0.16729289881944717,-0.5325959577403588,-0.10101765478453233,-0.8993418594697196,-0.7546075802423532,-0.24558580374970046,-0.6142771438923763,0.15611159522366388
ENST00000169298,7.672654509299582,7.682268105746587,6.629163292046383,6.593270188463869,-0.28589449513517395,2.3394323607248206,0.5023652502998635,-0.6439560334764195,1.1125444388203969,0.42787733654449234,0.8977211894046664,0.7127122172171536,-1.1383305281266947
ENST00000186436,5.50346559582239,5.511739559444794,3.7652746532609322,4.055672380496296,0.9311418677031551,0.4107546111419805,-0.2353381332995194,1.8234900752248646,-0.32426777575077215,-0.6168525565882165,-0.3037433244198427,1.8924223696805913,1.0366795977055483
ENST00000192788,6.851411062104787,6.829423566788908,4.897963897899328,4.739572823903346,0.8776353000438996,-0.24510698669887013,0.8261678336013699,1.0834233005771539,0.44647485119932884,1.6508475083747292,0.44721541152570504,-0.17791041587641612,-0.85961106974292
ENST00000196371,5.328069198179345,5.325619480257971,6.049645210866473,5.944005772479967,0.5410839080307788,-0.8064800492575643,-0.08883267808126162,-0.45350995602757294,-0.23032543025382232,-0.14312249432723476,-0.7242293710105898,0.6289086073565011,0.4930582539171363
ENST00000202816,5.385969519949092,5.37930529843066,4.6186134534758825,4.99872121732954,-1.6165424443609524,-0.5785959347535399,-1.49574097713139,0.09945190042477985,-1.602152347973042,-0.7277926710577693,-0.5475734125721157,-0.29017587781967813,0.09459637392907017
ENST00000207870,6.258443094222503,6.273956334434919,4.45207516966393,4.335631615592799,0.5904951985435668,-0.6786426191699408,1.0769199411872443,-0.4267806819996646,0.6472415301338964,0.014086483049051052,1.1308406786888698,-0.3272857034855169,0.5201172558027648
ENST00000211998,7.314681981903924,7.314681241026941,7.05549773759454,7.223229233141681,0.5099953453069277,-0.6564100226329629,0.9245446838227126,0.5722259347934078,0.584638667362943,0.028808393973920626,0.1160132121976961,0.3585276040149905,-0.011567826757117927
ENST00000216181,6.053067163931207,6.011678410759481,5.68344376086976,5.9092766829014085,0.583738960861206,0.3774057163365135,2.011251547307345,1.9521247064841731,1.835836616172376,-0.2866611258447131,2.7280253645950494,0.13020000879924387,0.7071406167878663
ENST00000216254,6.489105000842488,6.478094406582396,6.417498871843519,6.136549499337414,-1.8687753178357545,-1.0121315672246107,1.7137766664251848,-0.019159253074063194,1.3431899589859346,-0.828217134866701,2.2713931583245315,-0.42497089289363943,1.1582856725434019
ENST00000216277,6.210894743454423,6.214917048221822,6.754647017121765,6.495083947737485,0.40132054343746487,0.04391676828184371,-0.9037149992301441,-0.07762954001011257,-0.4529277013742443,0.06561317128609456,-1.0455809323345864,-0.3841566761044967,0.3902583351095908
ENST00000216367,5.754987275208109,5.711473349044539,5.8566982752501895,5.78239760083324,-3.2359921433753076,-1.1177364007752562,-0.9400514592476975,-0.441815898640363,-1.6557322290896237,-0.9670237235868999,0.20385712441965229,-0.6115878350341769,3.319343248932516
ENST00000216373,5.264111095204466,5.278185826802336,3.2682371820356835,3.393788056338609,1.5700351499827883,0.46077795335018096,-1.0270951333127787,0.9030007008887728,-0.8750950155387128,-0.37972463419121005,-0.5298874003778251,0.258126739975549,0.0710814275170968
ENST00000216442,5.204572789704851,5.1768189435621155,5.21801096913515,5.304798969969855,-0.4981514015953202,-0.5897122330220289,-0.7149598369383271,-0.9095781941287581,0.01786320305239594,-0.6242135120506512,0.24355605208587291,-0.909969289428704,0.5643441366301976
ENST00000216484,5.713003725418664,5.730345060297189,3.8411636974654004,3.8339275121050873,0.6295002820705979,-0.10059510920851321,0.23213112934171626,-0.38334561170431364,0.4286843325676795,2.2875701558753385,0.17696922306144247,0.17462633650577195,-1.2234116092331118
ENST00000216639,6.291832823650452,6.289645425162879,7.05527645644625,7.289873688462878,-0.4020056328229526,-0.7842474527205863,-0.9964783648207038,-0.6606618297438621,-1.0838890290714196,-0.8071858335454588,-1.0384070521606472,-0.08958507592575199,1.646142503202865
ENST00000216774,5.775704951630129,5.780713105379356,6.185099444664009,6.29780053107499,-0.7547058995358136,0.24956828624889008,-1.1917928711998482,-0.4802392300554812,-0.6167401826052766,-0.799824878083024,-0.41313611508308995,-0.5928549532327002,1.4715271249412896
ENST00000217402,6.019715986646575,6.043008366989766,6.309714186707074,6.634670100128347,1.4073857546835518,-0.5063399960083614,1.1024917623214205,-0.9480015255438763,1.0945119515276005,-0.594243907667881,1.3622811500588223,-0.6320344920884277,-0.6609445478891557
ENST00000219473,7.205297337343988,7.216508724411716,6.831538954589093,6.9429821310061675,0.46912207911708564,-0.5508051890823175,0.47160887249013783,0.010911180207333634,-0.07686086256107016,-0.7556591453084153,0.7295413640535768,-0.16828690868776167,0.23054970101228434
ENST00000220592,6.310789497244545,6.330891361093602,4.86400883101412,4.72207255749762,1.8156617640929262,-0.4729911012028945,1.615949070054423,0.11281653743873399,0.6986209265973826,5.232478123382284,2.710753662132726,0.15189904007667568,-1.278700663998225
ENST00000220763,3.9822245492092754,3.971236234541693,4.420281177605945,4.208329951784003,0.11755856077831243,-0.0950369600742687,0.2730386631560089,-0.5336977781112978,-0.3382048882776381,-0.8508257837870364,-0.5526878905998099,5.36500561571703,-0.11029901645425451
ENST00000220888,4.956677539652541,4.951463116721042,1.7423709226956001,1.9693027262423322,-0.8756083785287205,-0.28957217977282607,0.13391611007755785,0.8178011399248152,-0.303252841920727,-0.24302117560313546,-1.2217815559430234,2.1265768007557697,-1.435581892326619
ENST00000221086,5.4010609055240995,5.373772708188221,2.3711268004776853,2.4741780415790795,0.8561171457815865,-0.7731311544520973,0.11366275193195986,-0.40506314685198913,-0.1512419502419901,1.799118182689487,-0.7892944190243054,-0.7001504669429175,-1.2602655391829314
ENST00000221130,7.040964062971935,7.042103911986095,6.4967322762462505,6.471672007263709,0.6334894383404084,-1.1177364007752562,1.1215298674724463,-0.4501687967740844,0.10114092364191773,-0.25353682626375657,0.9759220736844659,-0.5617697067246904,0.05200695846567695
ENST00000222547,6.577379933102963,6.536592271938331,5.835301563587739,5.7182932625835035,-0.4132192485121881,-0.4062933115919605,-1.3033662251140556,-1.1250829659787687,-0.8589441330492805,-0.500128834255322,-0.8616766433245123,-1.05107890716481,-0.8913212747070343
ENST00000222673,6.463083261073771,6.477388423710993,5.601791248647951,5.576951091326226,-1.3012513525174496,-0.8787359880027428,1.491572550866618,0.386791596224794,2.383092264083557,-0.45701466654677536,1.2757864559832024,0.11714895110504125,0.6834938758940652
ENST00000223023,7.306813976152879,7.313924241261866,3.548672014675639,3.8784048517684604,0.5184119191815761,0.316266075859824,0.22277620493164618,-0.4785686504287369,-0.7664853450140259,0.33639117579708855,-1.2603068773629773,-0.3514894832093108,-0.7611080875302223
ENST00000223336,6.222352463947033,6.225244238012108,8.095770512970075,7.948316191210202,-0.9911803118634092,-0.33959552198102655,0.5299611223247953,-1.0783067364299292,0.17049063230704514,-0.8418874807255086,0.0011475043229520585,9.810134057159271e-5,0.7553139554668633
ENST00000224140,7.164710465736598,7.167994156416485,4.152101979214697,4.433402317420118,-0.9311270273098596,-0.15617660055095817,-0.9090243517404265,3.1499302988598137,0.2992440950057319,0.4978064134376228,0.13937756025694986,-0.09004647695534501,-0.7806401463730736
ENST00000225171,5.386835575565407,5.361897857085193,6.120154319482143,6.553728050414523,-2.1429182502352746,-0.19508364449066964,-0.158931081364124,-0.9914365958392273,-0.9073552587212415,-0.7829998370260303,-0.1806118781868829,-0.6467729592622847,-0.2800356115471063
ENST00000225609,5.144216566216663,5.109668438243173,4.7796064900113535,4.95120378795447,-1.0508731325240797,-1.0843875059697892,1.104077171467569,-0.9012252959950368,1.0388352658692221,-0.828217134866701,1.0436396005614854,0.244574732592074,0.6982608507457173
ENST00000225737,5.96781658344209,5.960631269177696,3.5791083145412963,3.54301531320684,0.2127807026102433,-0.3507118202495156,-0.2807294000608127,-0.21628764902988684,-0.034056749872018954,-0.005893253206129085,0.13877045130185423,-0.2622940727456998,-0.1970574180796504
ENST00000227266,6.950404210365066,6.914990382064324,7.565616726731586,7.60588402292891,-0.5031707762885833,-0.8231544966602978,0.3191911095218852,-0.5487329947519962,-1.1377173784646282,-0.8003506606160551,-0.4998625389512942,-0.6207235754201188,-0.3130100813027011
ENST00000227868,5.544993643137072,5.514584222430506,5.089721871738709,5.261756680764989,0.21890212601372463,-0.7119915139754078,0.1884588034174176,-0.485250968935714,-0.94816790166663,-0.5979243853990984,-1.107409166688546,-0.16280282787888462,0.16478353765845585
ENST00000228567,4.50374839908786,4.526385314250377,1.765550146696922,1.9790688940731425,-0.14040687800273505,0.47189425161866994,-0.3030090409160763,-0.4484982171473401,-0.941335925308293,0.34480369632558544,-0.9658094549959789,-0.3722788953141164,-1.2240957260504
ENST00000228705,4.853084858614722,4.8645829016545825,3.929614368043576,3.9730120739450046,1.0223069112857555,1.122197700325276,1.3778386691168927,-0.4635334337880385,0.8098639376030706,1.3453678566836855,0.5057267952248617,2.5751772474992247,-1.1998983624574446
ENST00000229794,6.405279258152566,6.42023739269943,5.530476871423312,5.61776595942492,0.7611424389743289,0.9776858228349191,-0.0034487892483974093,-0.7208026963066558,0.5972923871347653,0.19548145694476546,-0.20831147200685363,-0.13385320899356246,-0.45856993395836615
ENST00000229812,6.268831119706574,6.2723796389836,5.218608813600944,4.969685401735164,0.4446062696058104,0.46077795335018096,-0.5570301581620143,-0.5453918354985077,0.6405359951731432,-0.02324407679615394,0.19625582447998907,-0.5188462280859796,-0.10881671210487587
ENST00000229866,6.156805655333521,6.160613470284662,5.626167751367688,5.71753277917911,-0.3364606114763316,-0.34515367111527107,1.1646957564673945,-1.1584945585136541,0.8198805678064598,-0.13628732139783103,0.7740779301124155,-0.7162335885458743,-0.2704213845905214
ENST00000229971,5.741106470665249,5.738468440945932,3.5852361620665287,3.5893808574884023,-0.44125659688804875,0.9943602702376526,-0.5786058368713273,-0.2847814137264018,-0.9454325826843432,-0.7272668885247383,-0.8787963060231727,-0.2358228365336202,-0.4897847552085202
ENST00000230085,6.210260250412688,6.214410769851377,8.291659745592348,8.009831627481402,1.2382991645581591,-0.5174562942768505,0.10833323688454721,-1.0515774624020209,-0.6332732938452266,-0.5306242211711232,0.14559319816435082,-0.5415076100822769,-0.9261602960228339
ENST00000230859,6.688449289834762,6.6517487072628505,4.4148259840747945,4.518387036262645,1.73685248356152,1.8892222808510164,2.0844206383861246,8.877024468680249e-4,0.9595364569379602,0.0855929075412747,1.4470422363815412,-0.6693947925989027,-0.7153061043901998
ENST00000230895,7.3035526825529296,7.301239018320496,6.982154956574367,6.965048952671886,1.4529090674096181,-0.04501361786606824,1.6046218951797206,-1.151812240006677,1.514646436342301,-0.05794572397620366,1.3443103195737722,-0.12730131437334155,-1.2545980489184534
ENST00000231238,5.689908469144159,5.697240866304137,6.965366714354581,7.190013371753704,-0.6931899611049803,-0.7119915139754078,-0.7112338068968532,-0.8344021109252661,1.0190967815875944,-0.7667005785020675,0.20462455696400836,-0.45344592786280874,0.49326424896986704
ENST00000231498,6.53865416295484,6.541926173505369,5.758629267496118,5.673145472278476,-0.9382999793487665,-0.46187480293440547,-0.6685792865201142,1.0015648988666845,0.2549469138896696,0.9604950425049523,0.31913081758772127,-0.1906055356335041,0.17863274679807684
ENST00000231790,6.9401228599767295,6.931976262269213,6.887464524167713,6.831170991741947,-0.9071374877130713,0.021684171744865723,-0.016522758523868704,-0.05925316411592563,-0.8986981955945303,-0.8786922580376825,0.3080433607541663,-0.455146520229023,1.3160526527595955
ENST00000232165,6.573343693549654,6.564177545953026,5.4240187995243705,5.5976944899990695,0.6029408995373896,2.2004786323687084,-1.2039444297233668,0.10112248005152412,-0.6134143889255581,-0.027450337060402393,-1.066635856697093,0.09745371858469913,-0.9137382009701078
ENST00000232458,6.1475307474120555,6.146634030561774,5.003529834655552,5.214132321194188,-1.2152628729237676,-0.07836251267153523,-1.2115691275631357,0.15291044848059643,-1.0148549574590533,-0.3676316359314958,-1.3169367494686637,-0.29865247387762994,0.8696448812859832
ENST00000232564,4.989819230517571,4.957677464849395,4.4953616395067915,4.329338401756867,0.04959161882402452,-0.2506651358331146,-0.33159053208288686,-0.7542142888415412,-0.27900570875574826,1.6766108524932508,-0.28947834063762945,-0.5311722270193932,-1.1848922096689896
ENST00000232766,6.289162586398017,6.2612937293142,5.439977745346936,5.139898410648563,0.6334894383404084,-1.0565967602985666,1.7898132568579028,-0.3632986561833824,1.3406845464396981,0.49360015317337436,0.9126668177329796,-0.39693089318094354,-0.9296746558464948
ENST00000233057,5.2459755562326045,5.228020325229894,3.317799059349146,3.341467059549157,-1.035224493774494,0.2440101371146456,-1.394690846746388,-0.4017219875985006,-0.014425656767979604,3.2213599345384942,0.29496172367887463,-0.5479408587234595,-1.09746244547119
ENST00000233121,6.5683986861932935,6.533210791843732,5.462759034717452,5.941002885113422,1.1064260761056626,-0.07836251267153523,0.45389076099890147,-0.852778486819453,2.6226202026001233,-0.5721610412805767,1.2087625749162139,-0.4570184901205147,-0.3312501119150151
ENST00000233154,5.744586971861331,5.739499332586127,4.992274106251899,5.006277437585702,-0.01535103297304718,1.1944536390704545,2.56145663506422,-0.6873911037717705,1.4611490011377182,-0.4417669730888747,0.9217100703702474,0.7558334391542615,-1.1481289022406918
ENST00000233741,5.952552350543065,5.950734244661961,6.47274338468881,6.5221208329541405,-1.1862127108988745,-0.9732245232848992,-0.7650599404997359,-0.6957440019054918,-0.6226462742037806,-0.7456692771808252,-1.3631156071847375,-0.11784918470996451,1.8947091794766413
