V1,H3K27ac,H3K27me3,H3K36me3,H3K4me1,H3K4me2,H3K4me3,H3K79me2,H3K9ac,H3K9me1,H3K9me3,H4K20me1,K562_AB_1_PROseq,K562_AB_2_PROseq,total_RNA_1_RNAseq_ex,total_RNA_2_RNAseq_ex,total_RNA_3_RNAseq_ex,total_RNA_4_RNAseq_ex
ENST00000313064,0.595774210514208,-0.406143499424559,0.16412411820669,0.0889120855557205,0.638621466015254,0.212040134483499,0.168521088130589,0.566268979013363,-1.17247718643493,-0.256643511872969,-0.311744661979286,4.552658979366141,4.961406906167023,0.4342725145985675,1.7201315778643105,0.7862570738077447,2.0038952795227076
ENST00000315707,1.00100639273052,-0.0829915944344808,-0.00830409887940742,0.763847948158033,1.48711925537712,0.110427833359585,-0.167353193453025,1.57519642784522,-0.416772699204867,-0.650116891612299,0.417409322787195,5.67551849499425,5.8112045556737435,3.2671937887449123,3.0600861353702724,3.432458103968799,3.571108013536933
ENST00000328376,-0.435155948446266,-0.133497455081937,0.338615781632057,-0.42771108209946,-0.587231046456158,-0.409731491221668,-0.315913257543922,-0.41210244750673,0.294158411284322,-0.0434936292032311,0.758698357507189,4.66518303053124,4.653657846273161,0.4127151791275851,0.7145157862623499,1.1245956834231452,0.05272727194312334
ENST00000359941,-0.0283208432913565,0.644635211503442,0.682357480425566,0.485101611777164,2.90272769289258,2.35813694936088,-0.0814599889341414,1.05204028826509,0.509599535904213,0.664555081962446,0.91368373092121,2.6255045005538875,2.8815335338251327,3.0186724514440484,2.7784627030422038,3.2451261285693667,2.495185811976707
ENST00000360656,-0.158820768224974,-0.406143499424559,-0.212395544274988,0.324976521925085,0.31910624555848,-0.119524508454754,0.633151981192732,0.0174758737436339,-0.519019593204459,-0.0376271186710364,-0.352699346145685,3.848054811900987,4.233719125588828,2.814559306211939,2.7378482900929737,3.4713984469495367,2.804513870084436
ENST00000366221,-0.434843774755903,-0.181007205352001,-0.303116029880809,-0.127850345075957,-0.546471665392122,-0.402666615032157,-0.2680313912501,-0.378652862476053,0.590628277464791,0.66974368461092,0.0889688164331305,6.456985775918154,6.250734828243072,1.001700533736998,1.1594547712550556,1.6585396744745957,1.8147773355254155
ENST00000380970,0.908559308415983,-0.314976140798219,0.00462208795854626,-0.136912319600692,2.25177163198598,1.58425166198244,1.07239345151329,2.19291419707954,-0.109324745458126,-0.390582465668008,1.1533409062667,4.688106857210087,4.817152317786062,2.610833985262938,2.722568058557083,2.1164982157245484,2.289467372105783
ENST00000381051,-0.456967669765162,-0.406143499424559,-0.228405041734839,-0.287975434928036,-0.611799690858832,-0.406152162355743,-0.381367159659132,-0.470668156937602,-1.32623191425386,-1.12619073964493,-1.10353522252967,3.9532667930313283,4.177868673986652,0.9853138544976173,1.101247916321048,1.0742640078730006,0.8768647143091199
ENST00000381800,0.315068598627832,-0.57734980670407,-0.229377470469437,-0.0271718081061435,0.382110077264697,-0.298756666120947,0.0894588119771725,-0.212273006138347,-0.266984843363661,-0.769689412948497,-0.759740724778322,5.0754199052553695,4.46108421894321,0.8218151222147378,0.6076005823458379,1.106685485565378,0.739361190559185
ENST00000383331,0.266301568760223,-0.406143499424559,1.57971946026773,-0.134284346988519,0.58566375300529006,-0.405948969014009,-0.273810493325278,-0.308281417152001,2.24041650696196,0.240836581257135,1.04361447402167,5.468550399977604,5.157406245971221,1.2029052895702441,2.3741217868948645,2.1695996928946295,2.2237391663267134
ENST00000395539,1.30086620586705,-0.41598786209313,-0.315567861238471,0.151258470285902,0.900881917556036,3.24870210566564,1.15877097152742,2.32758060601792,-0.878805656300766,0.613346963361423,-1.67849105503217e-4,5.243633616752083,4.5223827265234116,0.4583024129102561,0.2941285555409515,0.267144647092904,0.9957447720852465
ENST00000397841,0.876384391065188,0.248720625919572,-0.00842268774948038,1.39202402221271,1.78532117681457,2.23048463998094,0.848758543137809,4.15555991806631,0.670672988767329,0.684709804813053,0.74491831083473,6.041438786167289,6.164068694021336,1.305361399423872,0.9530159406914794,1.6041039373560695,1.3287021317909156
ENST00000400282,-0.199683172057326,-0.133925470850135,19.1541630851495,0.0887308460652258,-0.286360970236574,-0.401213001125908,1.84524213149799,-0.476571024884192,8.20966705602202,7.10170761196868,9.63057507286037,10.46336940068366,10.483939398687646,8.131488065195459,8.393292716666531,8.160689599097653,8.331171739434414
ENST00000409910,-0.431689688247052,0.847514685629663,-0.381977628479334,-0.455078245164162,-0.577157902251061,-0.403885775082559,-0.328719391191231,-0.535773318113227,-0.511946875724788,-0.530805104077532,0.95544144811048,0.601695765055746,3.1572850801858987,0.45657585605404544,1.1168304341012865,0.44599033587851394,0.8335535430357897
